2022-05-05-15:13:40,31323388kB
2022-05-05-15:14:23,25716024kB
2022-05-05-15:14:23,25488720kB
2022-05-05-15:14:23,25340332kB
2022-05-05-15:14:24,25146796kB
2022-05-05-15:14:24,24955496kB
2022-05-05-15:14:24,24690896kB
2022-05-05-15:14:24,24466616kB
2022-05-05-15:14:24,24274592kB
2022-05-05-15:14:25,24006464kB
2022-05-05-15:14:25,23808392kB
2022-05-05-15:14:25,23598224kB
2022-05-05-15:14:25,23330600kB
2022-05-05-15:14:25,23175368kB
2022-05-05-15:14:26,22916312kB
2022-05-05-15:14:26,22667336kB
2022-05-05-15:14:26,22583924kB
2022-05-05-15:14:26,22409792kB
2022-05-05-15:14:26,26628072kB
2022-05-05-15:14:27,26402280kB
2022-05-05-15:14:27,26248812kB
2022-05-05-15:14:27,26060316kB
2022-05-05-15:14:27,25857204kB
2022-05-05-15:14:27,25603944kB
2022-05-05-15:14:28,25277352kB
2022-05-05-15:14:28,25109520kB
2022-05-05-15:14:28,25090872kB
2022-05-05-15:14:28,25074500kB
2022-05-05-15:14:28,24587132kB
2022-05-05-15:14:29,24349588kB
2022-05-05-15:14:29,24047440kB
2022-05-05-15:14:29,23819380kB
2022-05-05-15:14:29,23552764kB
2022-05-05-15:14:30,23287660kB
2022-05-05-15:14:30,23021044kB
2022-05-05-15:14:30,22736284kB
2022-05-05-15:14:30,22522084kB
2022-05-05-15:14:30,22222960kB
2022-05-05-15:14:31,23618524kB
2022-05-05-15:14:31,23211292kB
2022-05-05-15:14:31,22950976kB
2022-05-05-15:14:31,22689400kB
2022-05-05-15:14:31,22451008kB
2022-05-05-15:14:32,22451008kB
2022-05-05-15:14:32,22451008kB
2022-05-05-15:14:32,22164736kB
2022-05-05-15:14:32,21908704kB
2022-05-05-15:14:32,21871032kB
2022-05-05-15:14:33,21880780kB
2022-05-05-15:14:33,21491444kB
2022-05-05-15:14:33,21258832kB
2022-05-05-15:14:33,21029496kB
2022-05-05-15:14:33,20626044kB
2022-05-05-15:14:34,21880384kB
2022-05-05-15:14:34,21423760kB
2022-05-05-15:14:34,21309856kB
2022-05-05-15:14:34,21300156kB
2022-05-05-15:14:34,21310408kB
2022-05-05-15:14:35,20892344kB
2022-05-05-15:14:35,20663260kB
2022-05-05-15:14:35,20453076kB
2022-05-05-15:14:35,20055168kB
2022-05-05-15:14:35,21310044kB
2022-05-05-15:14:36,20854136kB
2022-05-05-15:14:36,20739476kB
2022-05-05-15:14:36,21058556kB
2022-05-05-15:14:36,20611760kB
2022-05-05-15:14:36,20086088kB
2022-05-05-15:14:37,20245824kB
2022-05-05-15:14:37,19712592kB
2022-05-05-15:14:37,19484536kB
2022-05-05-15:14:37,20559536kB
2022-05-05-15:14:37,20396244kB
2022-05-05-15:14:38,19670988kB
2022-05-05-15:14:38,19027380kB
2022-05-05-15:14:38,19027632kB
2022-05-05-15:14:38,19027132kB
2022-05-05-15:14:38,19027132kB
2022-05-05-15:14:39,19026880kB
2022-05-05-15:14:39,18927844kB
2022-05-05-15:14:39,18389572kB
2022-05-05-15:14:39,17831896kB
2022-05-05-15:14:39,17169640kB
2022-05-05-15:14:40,17169892kB
2022-05-05-15:14:40,17169388kB
2022-05-05-15:14:40,17169680kB
2022-05-05-15:14:40,17169680kB
2022-05-05-15:14:41,17169720kB
2022-05-05-15:14:41,17170144kB
2022-05-05-15:14:41,17170396kB
2022-05-05-15:14:41,17170396kB
2022-05-05-15:14:41,17170396kB
2022-05-05-15:14:42,17170396kB
2022-05-05-15:14:42,17170396kB
2022-05-05-15:14:42,17170404kB
2022-05-05-15:14:42,17170152kB
2022-05-05-15:14:42,17144704kB
2022-05-05-15:14:43,16884388kB
2022-05-05-15:14:43,16691356kB
2022-05-05-15:14:43,16614748kB
2022-05-05-15:14:43,16535620kB
2022-05-05-15:14:43,16438600kB
2022-05-05-15:14:44,19537308kB
2022-05-05-15:14:44,19272456kB
2022-05-05-15:14:44,18795420kB
2022-05-05-15:14:44,18795420kB
2022-05-05-15:14:44,18795168kB
2022-05-05-15:14:45,19701988kB
2022-05-05-15:14:45,19100212kB
2022-05-05-15:14:45,18513596kB
2022-05-05-15:14:45,17926184kB
2022-05-05-15:14:45,17332008kB
2022-05-05-15:14:46,17002068kB
2022-05-05-15:14:46,16494036kB
2022-05-05-15:14:46,16453968kB
2022-05-05-15:14:46,16454220kB
2022-05-05-15:14:46,16454472kB
2022-05-05-15:14:47,16454220kB
2022-05-05-15:14:47,16454220kB
2022-05-05-15:14:47,16454220kB
2022-05-05-15:14:47,20034724kB
2022-05-05-15:14:47,20910332kB
2022-05-05-15:14:48,20641700kB
2022-05-05-15:14:48,20641700kB
2022-05-05-15:14:48,20712812kB
2022-05-05-15:14:48,20385968kB
2022-05-05-15:14:48,20242312kB
2022-05-05-15:14:49,20063888kB
2022-05-05-15:14:49,19614320kB
2022-05-05-15:14:49,19386512kB
2022-05-05-15:14:49,20564488kB
2022-05-05-15:14:49,20184976kB
2022-05-05-15:14:50,20071072kB
2022-05-05-15:14:50,20060908kB
2022-05-05-15:14:50,20075656kB
2022-05-05-15:14:50,19766960kB
2022-05-05-15:14:51,19589288kB
2022-05-05-15:14:51,19390192kB
2022-05-05-15:14:51,18887200kB
2022-05-05-15:14:51,18857624kB
2022-05-05-15:14:51,19789740kB
2022-05-05-15:14:52,19751028kB
2022-05-05-15:14:52,19048204kB
2022-05-05-15:14:52,18308836kB
2022-05-05-15:14:52,18305560kB
2022-05-05-15:14:52,18305560kB
2022-05-05-15:14:53,18305308kB
2022-05-05-15:14:53,18304804kB
2022-05-05-15:14:53,18218620kB
2022-05-05-15:14:53,17614828kB
2022-05-05-15:14:53,16992892kB
2022-05-05-15:14:54,16169864kB
2022-05-05-15:14:54,16023708kB
2022-05-05-15:14:54,16023708kB
2022-05-05-15:14:54,16023204kB
2022-05-05-15:14:54,16022952kB
2022-05-05-15:14:55,16022704kB
2022-05-05-15:14:55,16022704kB
2022-05-05-15:14:55,16022704kB
2022-05-05-15:14:55,16022200kB
2022-05-05-15:14:55,16022200kB
2022-05-05-15:14:56,16021948kB
2022-05-05-15:14:56,16021948kB
2022-05-05-15:14:56,16021192kB
2022-05-05-15:14:56,16021192kB
2022-05-05-15:14:56,16021192kB
2022-05-05-15:14:57,16021192kB
2022-05-05-15:14:57,15920392kB
2022-05-05-15:14:57,15633868kB
2022-05-05-15:14:57,15337016kB
2022-05-05-15:14:57,16098080kB
2022-05-05-15:14:58,18636312kB
2022-05-05-15:14:58,17888376kB
2022-05-05-15:14:58,17730624kB
2022-05-05-15:14:58,18111392kB
2022-05-05-15:14:58,18312064kB
2022-05-05-15:14:59,17708276kB
2022-05-05-15:14:59,17109780kB
2022-05-05-15:14:59,16517328kB
2022-05-05-15:14:59,15932436kB
2022-05-05-15:14:59,15534780kB
2022-05-05-15:15:00,14994492kB
2022-05-05-15:15:00,14879076kB
2022-05-05-15:15:00,14879076kB
2022-05-05-15:15:00,14879076kB
2022-05-05-15:15:00,14879076kB
2022-05-05-15:15:01,18819756kB
2022-05-05-15:15:01,18265864kB
2022-05-05-15:15:01,17961952kB
2022-05-05-15:15:01,17658796kB
2022-05-05-15:15:02,17356900kB
2022-05-05-15:15:02,17008136kB
2022-05-05-15:15:02,17008136kB
2022-05-05-15:15:02,16997972kB
2022-05-05-15:15:02,17456956kB
2022-05-05-15:15:03,17456996kB
2022-05-05-15:15:03,17456996kB
2022-05-05-15:15:03,17456996kB
2022-05-05-15:15:03,17236752kB
2022-05-05-15:15:03,17008944kB
2022-05-05-15:15:04,17470896kB
2022-05-05-15:15:04,17470900kB
2022-05-05-15:15:04,17470652kB
2022-05-05-15:15:04,17052584kB
2022-05-05-15:15:04,16828792kB
2022-05-05-15:15:05,16618104kB
2022-05-05-15:15:05,16220448kB
2022-05-05-15:15:05,17013352kB
2022-05-05-15:15:05,16841996kB
2022-05-05-15:15:05,16133372kB
2022-05-05-15:15:06,15421220kB
2022-05-05-15:15:06,15421220kB
2022-05-05-15:15:06,15421220kB
2022-05-05-15:15:06,15421220kB
2022-05-05-15:15:06,15421220kB
2022-05-05-15:15:07,15355196kB
2022-05-05-15:15:07,14830532kB
2022-05-05-15:15:07,14276636kB
2022-05-05-15:15:07,13570280kB
2022-05-05-15:15:07,13570280kB
2022-05-05-15:15:08,13570280kB
2022-05-05-15:15:08,13569776kB
2022-05-05-15:15:08,13569776kB
2022-05-05-15:15:08,13569776kB
2022-05-05-15:15:08,13569776kB
2022-05-05-15:15:09,13569776kB
2022-05-05-15:15:09,13569776kB
2022-05-05-15:15:09,13569536kB
2022-05-05-15:15:09,13569536kB
2022-05-05-15:15:09,13569032kB
2022-05-05-15:15:10,13569032kB
2022-05-05-15:15:10,13569032kB
2022-05-05-15:15:10,13408760kB
2022-05-05-15:15:10,13121228kB
2022-05-05-15:15:10,13017404kB
2022-05-05-15:15:11,12974564kB
2022-05-05-15:15:11,12915596kB
2022-05-05-15:15:11,12882080kB
2022-05-05-15:15:11,12852344kB
2022-05-05-15:15:12,16002480kB
2022-05-05-15:15:12,15909996kB
2022-05-05-15:15:12,15203892kB
2022-05-05-15:15:12,15203892kB
2022-05-05-15:15:12,15203892kB
2022-05-05-15:15:13,15203388kB
2022-05-05-15:15:13,15705264kB
2022-05-05-15:15:13,15116340kB
2022-05-05-15:15:13,14517084kB
2022-05-05-15:15:13,13923876kB
2022-05-05-15:15:14,13560240kB
2022-05-05-15:15:14,13057752kB
2022-05-05-15:15:14,12867744kB
2022-05-05-15:15:14,12867500kB
2022-05-05-15:15:14,12867500kB
2022-05-05-15:15:15,12867500kB
2022-05-05-15:15:15,12867500kB
2022-05-05-15:15:15,12867500kB
2022-05-05-15:15:15,12866996kB
2022-05-05-15:15:15,13677672kB
2022-05-05-15:15:16,15849324kB
2022-05-05-15:15:16,15808344kB
2022-05-05-15:15:16,15095184kB
2022-05-05-15:15:16,14362872kB
2022-05-05-15:15:16,14344728kB
2022-05-05-15:15:17,14344480kB
2022-05-05-15:15:17,14344228kB
2022-05-05-15:15:17,14344228kB
2022-05-05-15:15:17,14344228kB
2022-05-05-15:15:17,13953376kB
2022-05-05-15:15:18,13426700kB
2022-05-05-15:15:18,12766964kB
2022-05-05-15:15:18,12368300kB
2022-05-05-15:15:18,12368300kB
2022-05-05-15:15:18,12368300kB
2022-05-05-15:15:19,12368048kB
2022-05-05-15:15:19,12367544kB
2022-05-05-15:15:19,12367544kB
2022-05-05-15:15:19,12367544kB
2022-05-05-15:15:19,12367292kB
2022-05-05-15:15:20,12367292kB
2022-05-05-15:15:20,12367292kB
2022-05-05-15:15:20,12367292kB
2022-05-05-15:15:20,12367040kB
2022-05-05-15:15:20,12366788kB
2022-05-05-15:15:21,12366536kB
2022-05-05-15:15:21,12366284kB
2022-05-05-15:15:21,12365780kB
2022-05-05-15:15:21,12271784kB
2022-05-05-15:15:22,12044732kB
2022-05-05-15:15:22,11953760kB
2022-05-05-15:15:22,11883200kB
2022-05-05-15:15:22,11778372kB
2022-05-05-15:15:22,11691180kB
2022-05-05-15:15:23,11639024kB
2022-05-05-15:15:23,11591648kB
2022-05-05-15:15:23,14843604kB
2022-05-05-15:15:23,14804292kB
2022-05-05-15:15:23,14152116kB
2022-05-05-15:15:24,14014020kB
2022-05-05-15:15:24,14014020kB
2022-05-05-15:15:24,14014020kB
2022-05-05-15:15:24,14014020kB
2022-05-05-15:15:24,14709836kB
2022-05-05-15:15:25,14129488kB
2022-05-05-15:15:25,13521664kB
2022-05-05-15:15:25,12932992kB
2022-05-05-15:15:25,12330712kB
2022-05-05-15:15:25,12063592kB
2022-05-05-15:15:26,11576476kB
2022-05-05-15:15:26,11531116kB
2022-05-05-15:15:26,11531116kB
2022-05-05-15:15:26,11531116kB
2022-05-05-15:15:26,11530612kB
2022-05-05-15:15:27,11530612kB
2022-05-05-15:15:27,11530360kB
2022-05-05-15:15:27,11530108kB
2022-05-05-15:15:27,11530108kB
2022-05-05-15:15:27,11530108kB
2022-05-05-15:15:28,14877976kB
2022-05-05-15:15:28,14577524kB
2022-05-05-15:15:28,14210272kB
2022-05-05-15:15:28,13472168kB
2022-05-05-15:15:28,13208828kB
2022-05-05-15:15:29,13208324kB
2022-05-05-15:15:29,13208324kB
2022-05-05-15:15:29,13208324kB
2022-05-05-15:15:29,13208328kB
2022-05-05-15:15:29,13177588kB
2022-05-05-15:15:30,12567748kB
2022-05-05-15:15:30,11954884kB
2022-05-05-15:15:30,11170156kB
2022-05-05-15:15:30,10953940kB
2022-05-05-15:15:31,10952936kB
2022-05-05-15:15:31,10952936kB
2022-05-05-15:15:31,10952936kB
2022-05-05-15:15:31,10952180kB
2022-05-05-15:15:31,10952180kB
2022-05-05-15:15:32,10952180kB
2022-05-05-15:15:32,10952180kB
2022-05-05-15:15:32,10952180kB
2022-05-05-15:15:32,10952180kB
2022-05-05-15:15:32,10951928kB
2022-05-05-15:15:33,10952184kB
2022-05-05-15:15:33,10952436kB
2022-05-05-15:15:33,10952436kB
2022-05-05-15:15:33,10952436kB
2022-05-05-15:15:33,10952436kB
2022-05-05-15:15:34,10952184kB
2022-05-05-15:15:34,10951932kB
2022-05-05-15:15:34,10949412kB
2022-05-05-15:15:34,10891956kB
2022-05-05-15:15:34,10786620kB
2022-05-05-15:15:35,10676504kB
2022-05-05-15:15:35,10570160kB
2022-05-05-15:15:35,10462556kB
2022-05-05-15:15:35,10338068kB
2022-05-05-15:15:35,10207028kB
2022-05-05-15:15:36,10093628kB
2022-05-05-15:15:36,11421436kB
2022-05-05-15:15:36,13558276kB
2022-05-05-15:15:36,13319380kB
2022-05-05-15:15:36,12658132kB
2022-05-05-15:15:37,12657880kB
2022-05-05-15:15:37,12657880kB
2022-05-05-15:15:37,12657880kB
2022-05-05-15:15:37,12657880kB
2022-05-05-15:15:37,12657880kB
2022-05-05-15:15:38,12657880kB
2022-05-05-15:15:38,13344424kB
2022-05-05-15:15:38,12771880kB
2022-05-05-15:15:38,12155236kB
2022-05-05-15:15:38,11565052kB
2022-05-05-15:15:39,10972604kB
2022-05-05-15:15:39,10594100kB
2022-05-05-15:15:39,10121100kB
2022-05-05-15:15:39,9844908kB
2022-05-05-15:15:39,9844908kB
2022-05-05-15:15:40,9844916kB
2022-05-05-15:15:40,9844916kB
2022-05-05-15:15:40,9844916kB
2022-05-05-15:15:40,9844916kB
2022-05-05-15:15:41,9844916kB
2022-05-05-15:15:41,9844916kB
2022-05-05-15:15:41,9844916kB
2022-05-05-15:15:41,9844916kB
2022-05-05-15:15:41,10407096kB
2022-05-05-15:15:42,13600476kB
2022-05-05-15:15:42,13340328kB
2022-05-05-15:15:42,12608016kB
2022-05-05-15:15:42,11962896kB
2022-05-05-15:15:42,11962896kB
2022-05-05-15:15:43,11962392kB
2022-05-05-15:15:43,11962392kB
2022-05-05-15:15:43,11962392kB
2022-05-05-15:15:43,11962392kB
2022-05-05-15:15:43,11671836kB
2022-05-05-15:15:44,11075856kB
2022-05-05-15:15:44,10422168kB
2022-05-05-15:15:44,9751848kB
2022-05-05-15:15:44,9751848kB
2022-05-05-15:15:44,9751848kB
2022-05-05-15:15:45,9751848kB
2022-05-05-15:15:45,9751848kB
2022-05-05-15:15:45,9751848kB
2022-05-05-15:15:45,9751344kB
2022-05-05-15:15:45,9751344kB
2022-05-05-15:15:46,9751352kB
2022-05-05-15:15:46,9751352kB
2022-05-05-15:15:46,9751352kB
2022-05-05-15:15:46,9751352kB
2022-05-05-15:15:46,9751352kB
2022-05-05-15:15:47,9751100kB
2022-05-05-15:15:47,9750848kB
2022-05-05-15:15:47,9750348kB
2022-05-05-15:15:47,9750348kB
2022-05-05-15:15:47,9750348kB
2022-05-05-15:15:48,9750096kB
2022-05-05-15:15:48,9697680kB
2022-05-05-15:15:48,9594864kB
2022-05-05-15:15:48,9489528kB
2022-05-05-15:15:48,9384696kB
2022-05-05-15:15:49,9274600kB
2022-05-05-15:15:49,9169264kB
2022-05-05-15:15:49,9062164kB
2022-05-05-15:15:49,8949772kB
2022-05-05-15:15:49,8872408kB
2022-05-05-15:15:50,12336892kB
2022-05-05-15:15:50,12278428kB
2022-05-05-15:15:50,11454392kB
2022-05-05-15:15:50,11454392kB
2022-05-05-15:15:51,11454140kB
2022-05-05-15:15:51,11454140kB
2022-05-05-15:15:51,11453888kB
2022-05-05-15:15:51,11453888kB
2022-05-05-15:15:51,11453888kB
2022-05-05-15:15:52,12199192kB
2022-05-05-15:15:52,11599432kB
2022-05-05-15:15:52,11009248kB
2022-05-05-15:15:52,10420576kB
2022-05-05-15:15:52,9814264kB
2022-05-05-15:15:53,9446596kB
2022-05-05-15:15:53,8969812kB
2022-05-05-15:15:53,8689084kB
2022-05-05-15:15:53,8689084kB
2022-05-05-15:15:53,8689084kB
2022-05-05-15:15:54,8688832kB
2022-05-05-15:15:54,8688832kB
2022-05-05-15:15:54,8688328kB
2022-05-05-15:15:54,8688328kB
2022-05-05-15:15:54,8687824kB
2022-05-05-15:15:55,8687352kB
2022-05-05-15:15:55,8687356kB
2022-05-05-15:15:55,8686856kB
2022-05-05-15:15:55,12439260kB
2022-05-05-15:15:55,12130492kB
2022-05-05-15:15:56,11778616kB
2022-05-05-15:15:56,11044288kB
2022-05-05-15:15:56,10741132kB
2022-05-05-15:15:56,10741132kB
2022-05-05-15:15:56,10740880kB
2022-05-05-15:15:57,10740880kB
2022-05-05-15:15:57,10740628kB
2022-05-05-15:15:57,10691992kB
2022-05-05-15:15:57,10096768kB
2022-05-05-15:15:57,9500284kB
2022-05-05-15:15:58,8716564kB
2022-05-05-15:15:58,8526304kB
2022-05-05-15:15:58,8526052kB
2022-05-05-15:15:58,8525548kB
2022-05-05-15:15:58,8525548kB
2022-05-05-15:15:59,8525548kB
2022-05-05-15:15:59,8525044kB
2022-05-05-15:15:59,8525044kB
2022-05-05-15:15:59,8524792kB
2022-05-05-15:16:00,8524792kB
2022-05-05-15:16:00,8524544kB
2022-05-05-15:16:00,8524548kB
2022-05-05-15:16:00,8524300kB
2022-05-05-15:16:00,8523796kB
2022-05-05-15:16:01,8523796kB
2022-05-05-15:16:01,8523796kB
2022-05-05-15:16:01,8523796kB
2022-05-05-15:16:01,8523796kB
2022-05-05-15:16:01,8523796kB
2022-05-05-15:16:02,8513212kB
2022-05-05-15:16:02,8431816kB
2022-05-05-15:16:02,8335552kB
2022-05-05-15:16:02,8231224kB
2022-05-05-15:16:02,8116816kB
2022-05-05-15:16:03,7996864kB
2022-05-05-15:16:03,7883968kB
2022-05-05-15:16:03,7778128kB
2022-05-05-15:16:03,7681868kB
2022-05-05-15:16:03,10146460kB
2022-05-05-15:16:04,11103756kB
2022-05-05-15:16:04,10762044kB
2022-05-05-15:16:04,10219488kB
2022-05-05-15:16:04,10219488kB
2022-05-05-15:16:04,10219236kB
2022-05-05-15:16:05,10218984kB
2022-05-05-15:16:05,10218984kB
2022-05-05-15:16:05,10218480kB
2022-05-05-15:16:05,10810080kB
2022-05-05-15:16:05,10761936kB
2022-05-05-15:16:06,10174272kB
2022-05-05-15:16:06,9578796kB
2022-05-05-15:16:06,8988612kB
2022-05-05-15:16:06,8392380kB
2022-05-05-15:16:06,8063772kB
2022-05-05-15:16:07,7588780kB
2022-05-05-15:16:07,7447660kB
2022-05-05-15:16:07,7447660kB
2022-05-05-15:16:07,7447660kB
2022-05-05-15:16:07,7447660kB
2022-05-05-15:16:08,7447660kB
2022-05-05-15:16:08,7447412kB
2022-05-05-15:16:08,7447160kB
2022-05-05-15:16:08,7446908kB
2022-05-05-15:16:08,7446656kB
2022-05-05-15:16:09,7446656kB
2022-05-05-15:16:09,8186292kB
2022-05-05-15:16:09,11045320kB
2022-05-05-15:16:09,11010388kB
2022-05-05-15:16:10,10319908kB
2022-05-05-15:16:10,9583816kB
2022-05-05-15:16:10,9448240kB
2022-05-05-15:16:10,9447988kB
