### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8918]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8918 (seed = 40333) ...
  1/200   risk = 0.097  time = 0   
  5/200   risk = 0.074  time = 585   
 10/200   risk = 0.055  time = 1093   
 15/200   risk = 0.044  time = 1477   
 20/200   risk = 0.036  time = 1909   
 25/200   risk = 0.031  time = 2292   
 30/200   risk = 0.028  time = 2774   
 35/200   risk = 0.026  time = 3186   
 40/200   risk = 0.024  time = 3569   
 45/200   risk = 0.023  time = 3948   
 50/200   risk = 0.023  time = 4338   
 55/200   risk = 0.022  time = 4722   
 60/200   risk = 0.022  time = 5167   
 65/200   risk = 0.022  time = 5579   
 70/200   risk = 0.022  time = 5968   
 75/200   risk = 0.021  time = 6359   
 80/200   risk = 0.021  time = 6747   
 85/200   risk = 0.021  time = 7136   
 90/200   risk = 0.021  time = 7544   
 95/200   risk = 0.021  time = 7951   
100/200   risk = 0.021  time = 8371   
105/200   risk = 0.021  time = 8782   
110/200   risk = 0.021  time = 9191   
115/200   risk = 0.021  time = 9600   
120/200   risk = 0.021  time = 10010   
125/200   risk = 0.021  time = 10422   
130/200   risk = 0.021  time = 10837   
135/200   risk = 0.02  time = 11252   
140/200   risk = 0.02  time = 11681   
145/200   risk = 0.02  time = 12123   
150/200   risk = 0.02  time = 12540   
155/200   risk = 0.02  time = 12957   
160/200   risk = 0.02  time = 13376   
165/200   risk = 0.02  time = 13797   
170/200   risk = 0.02  time = 14218   
175/200   risk = 0.02  time = 14640   
180/200   risk = 0.02  time = 15082   
185/200   risk = 0.02  time = 15531   
190/200   risk = 0.02  time = 16217   
195/200   risk = 0.02  time = 16880   
200/200   risk = 0.02  time = 17324   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=8918]
### [bt]: Calculation finished!
