### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10187]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10187 (seed = 41602) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.2  time = 177   
 10/200   risk = 0.13  time = 289   
 15/200   risk = 0.089  time = 387   
 20/200   risk = 0.063  time = 487   
 25/200   risk = 0.048  time = 654   
 30/200   risk = 0.038  time = 765   
 35/200   risk = 0.032  time = 869   
 40/200   risk = 0.028  time = 970   
 45/200   risk = 0.026  time = 1077   
 50/200   risk = 0.024  time = 1186   
 55/200   risk = 0.023  time = 1291   
 60/200   risk = 0.023  time = 1399   
 65/200   risk = 0.022  time = 1507   
 70/200   risk = 0.022  time = 1617   
 75/200   risk = 0.022  time = 1726   
 80/200   risk = 0.022  time = 1835   
 85/200   risk = 0.022  time = 1945   
 90/200   risk = 0.022  time = 2055   
 95/200   risk = 0.022  time = 2167   
100/200   risk = 0.022  time = 2279   
105/200   risk = 0.022  time = 2396   
110/200   risk = 0.022  time = 2512   
115/200   risk = 0.022  time = 2633   
120/200   risk = 0.021  time = 2762   
125/200   risk = 0.021  time = 2894   
130/200   risk = 0.021  time = 3015   
135/200   risk = 0.021  time = 3128   
140/200   risk = 0.021  time = 3245   
145/200   risk = 0.021  time = 3359   
150/200   risk = 0.021  time = 3473   
155/200   risk = 0.021  time = 3590   
160/200   risk = 0.021  time = 3710   
165/200   risk = 0.021  time = 3830   
170/200   risk = 0.021  time = 4001   
175/200   risk = 0.021  time = 4126   
180/200   risk = 0.021  time = 4249   
185/200   risk = 0.021  time = 4376   
190/200   risk = 0.021  time = 4500   
195/200   risk = 0.021  time = 4625   
200/200   risk = 0.021  time = 4750   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=10187]
### [bt]: Calculation finished!
