### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4057]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4057 (seed = 35472) ...
  1/200   risk = 0.2  time = 0   
  5/200   risk = 0.15  time = 127   
 10/200   risk = 0.11  time = 208   
 15/200   risk = 0.086  time = 275   
 20/200   risk = 0.068  time = 342   
 25/200   risk = 0.057  time = 407   
 30/200   risk = 0.049  time = 476   
 35/200   risk = 0.044  time = 544   
 40/200   risk = 0.04  time = 613   
 45/200   risk = 0.038  time = 684   
 50/200   risk = 0.036  time = 754   
 55/200   risk = 0.034  time = 831   
 60/200   risk = 0.033  time = 920   
 65/200   risk = 0.032  time = 1001   
 70/200   risk = 0.032  time = 1079   
 75/200   risk = 0.031  time = 1153   
 80/200   risk = 0.03  time = 1226   
 85/200   risk = 0.03  time = 1300   
 90/200   risk = 0.03  time = 1373   
 95/200   risk = 0.029  time = 1446   
100/200   risk = 0.029  time = 1527   
105/200   risk = 0.029  time = 1602   
110/200   risk = 0.029  time = 1683   
115/200   risk = 0.029  time = 1761   
120/200   risk = 0.028  time = 1846   
125/200   risk = 0.028  time = 1933   
130/200   risk = 0.028  time = 2017   
135/200   risk = 0.028  time = 2102   
140/200   risk = 0.028  time = 2182   
145/200   risk = 0.028  time = 2270   
150/200   risk = 0.028  time = 2352   
155/200   risk = 0.028  time = 2442   
160/200   risk = 0.027  time = 2528   
165/200   risk = 0.027  time = 2613   
170/200   risk = 0.027  time = 2703   
175/200   risk = 0.027  time = 2791   
180/200   risk = 0.027  time = 2892   
185/200   risk = 0.027  time = 2998   
190/200   risk = 0.027  time = 3096   
195/200   risk = 0.027  time = 3203   
200/200   risk = 0.027  time = 3332   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.027


### [bt]: Job terminated successfully [batchtools job.id=4057]
### [bt]: Calculation finished!
