### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=1092]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 1092 (seed = 32507) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.23  time = 366   
 10/200   risk = 0.19  time = 665   
 15/200   risk = 0.17  time = 916   
 20/200   risk = 0.15  time = 1188   
 25/200   risk = 0.13  time = 1448   
 30/200   risk = 0.12  time = 1711   
 35/200   risk = 0.12  time = 1981   
 40/200   risk = 0.11  time = 2241   
 45/200   risk = 0.11  time = 2504   
 50/200   risk = 0.11  time = 2762   
 55/200   risk = 0.1  time = 3028   
 60/200   risk = 0.1  time = 3286   
 65/200   risk = 0.099  time = 3547   
 70/200   risk = 0.098  time = 3882   
 75/200   risk = 0.097  time = 4149   
 80/200   risk = 0.096  time = 4411   
 85/200   risk = 0.095  time = 4677   
 90/200   risk = 0.094  time = 4959   
 95/200   risk = 0.094  time = 5238   
100/200   risk = 0.093  time = 5513   
105/200   risk = 0.093  time = 5788   
110/200   risk = 0.092  time = 6063   
115/200   risk = 0.092  time = 6381   
120/200   risk = 0.091  time = 6802   
125/200   risk = 0.091  time = 7252   
130/200   risk = 0.091  time = 7694   
135/200   risk = 0.09  time = 8138   
140/200   risk = 0.09  time = 8574   
145/200   risk = 0.089  time = 9018   
150/200   risk = 0.089  time = 9467   
155/200   risk = 0.089  time = 9908   
160/200   risk = 0.088  time = 10362   
165/200   risk = 0.088  time = 10811   
170/200   risk = 0.088  time = 11254   
175/200   risk = 0.088  time = 11702   
180/200   risk = 0.087  time = 12138   
185/200   risk = 0.087  time = 12571   
190/200   risk = 0.087  time = 13024   
195/200   risk = 0.087  time = 13453   
200/200   risk = 0.086  time = 13907   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.086


### [bt]: Job terminated successfully [batchtools job.id=1092]
### [bt]: Calculation finished!
