### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7905]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7905 (seed = 39320) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 3406   
 10/200   risk = 0.086  time = 7327   
 15/200   risk = 0.063  time = 11202   
 20/200   risk = 0.048  time = 15250   
 25/200   risk = 0.039  time = 19197   
 30/200   risk = 0.033  time = 22938   
 35/200   risk = 0.029  time = 26765   
 40/200   risk = 0.026  time = 30811   
 45/200   risk = 0.024  time = 34642   
 50/200   risk = 0.023  time = 38530   
 55/200   risk = 0.022  time = 42537   
 60/200   risk = 0.022  time = 46321   
 65/200   risk = 0.021  time = 50342   
 70/200   risk = 0.021  time = 54281   
 75/200   risk = 0.021  time = 58082   
 80/200   risk = 0.021  time = 61891   
 85/200   risk = 0.021  time = 65674   
 90/200   risk = 0.02  time = 69513   
 95/200   risk = 0.02  time = 73462   
100/200   risk = 0.02  time = 77704   
105/200   risk = 0.02  time = 81676   
110/200   risk = 0.02  time = 85650   
115/200   risk = 0.02  time = 89612   
120/200   risk = 0.02  time = 93346   
125/200   risk = 0.02  time = 97292   
130/200   risk = 0.02  time = 101221   
135/200   risk = 0.02  time = 104993   
140/200   risk = 0.02  time = 108882   
145/200   risk = 0.02  time = 112751   
150/200   risk = 0.02  time = 116476   
155/200   risk = 0.02  time = 120308   
160/200   risk = 0.02  time = 124131   
165/200   risk = 0.02  time = 127803   
170/200   risk = 0.02  time = 131381   
175/200   risk = 0.02  time = 135203   
180/200   risk = 0.02  time = 139299   
185/200   risk = 0.02  time = 143177   
190/200   risk = 0.02  time = 146936   
195/200   risk = 0.02  time = 150525   
200/200   risk = 0.02  time = 154006   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=7905]
### [bt]: Calculation finished!
