### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=11882]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 11882 (seed = 43297) ...
  1/200   risk = 0.077  time = 0   
  5/200   risk = 0.06  time = 286   
 10/200   risk = 0.045  time = 624   
 15/200   risk = 0.036  time = 907   
 20/200   risk = 0.03  time = 1163   
 25/200   risk = 0.027  time = 1410   
 30/200   risk = 0.024  time = 1700   
 35/200   risk = 0.023  time = 1965   
 40/200   risk = 0.022  time = 2213   
 45/200   risk = 0.021  time = 2455   
 50/200   risk = 0.021  time = 2696   
 55/200   risk = 0.02  time = 2940   
 60/200   risk = 0.02  time = 3189   
 65/200   risk = 0.02  time = 3435   
 70/200   risk = 0.02  time = 3679   
 75/200   risk = 0.02  time = 3923   
 80/200   risk = 0.02  time = 4169   
 85/200   risk = 0.02  time = 4420   
 90/200   risk = 0.02  time = 4666   
 95/200   risk = 0.02  time = 5026   
100/200   risk = 0.02  time = 5397   
105/200   risk = 0.02  time = 5751   
110/200   risk = 0.02  time = 6136   
115/200   risk = 0.02  time = 6505   
120/200   risk = 0.02  time = 6863   
125/200   risk = 0.02  time = 7227   
130/200   risk = 0.02  time = 7602   
135/200   risk = 0.02  time = 7964   
140/200   risk = 0.02  time = 8347   
145/200   risk = 0.02  time = 8713   
150/200   risk = 0.02  time = 9076   
155/200   risk = 0.02  time = 9445   
160/200   risk = 0.02  time = 9815   
165/200   risk = 0.02  time = 10181   
170/200   risk = 0.02  time = 10566   
175/200   risk = 0.02  time = 10939   
180/200   risk = 0.02  time = 11312   
185/200   risk = 0.02  time = 11696   
190/200   risk = 0.02  time = 12061   
195/200   risk = 0.02  time = 12446   
200/200   risk = 0.02  time = 12847   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=11882]
### [bt]: Calculation finished!
