### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=193]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 193 (seed = 31608) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.22  time = 132   
 10/200   risk = 0.17  time = 249   
 15/200   risk = 0.13  time = 332   
 20/200   risk = 0.11  time = 414   
 25/200   risk = 0.089  time = 497   
 30/200   risk = 0.077  time = 583   
 35/200   risk = 0.069  time = 667   
 40/200   risk = 0.063  time = 754   
 45/200   risk = 0.058  time = 838   
 50/200   risk = 0.055  time = 923   
 55/200   risk = 0.052  time = 1008   
 60/200   risk = 0.05  time = 1095   
 65/200   risk = 0.048  time = 1188   
 70/200   risk = 0.047  time = 1278   
 75/200   risk = 0.046  time = 1367   
 80/200   risk = 0.045  time = 1457   
 85/200   risk = 0.044  time = 1547   
 90/200   risk = 0.043  time = 1638   
 95/200   risk = 0.043  time = 1731   
100/200   risk = 0.042  time = 1835   
105/200   risk = 0.042  time = 1940   
110/200   risk = 0.041  time = 2048   
115/200   risk = 0.041  time = 2145   
120/200   risk = 0.041  time = 2248   
125/200   risk = 0.04  time = 2365   
130/200   risk = 0.04  time = 2492   
135/200   risk = 0.04  time = 2637   
140/200   risk = 0.04  time = 2786   
145/200   risk = 0.039  time = 2891   
150/200   risk = 0.039  time = 3010   
155/200   risk = 0.039  time = 3146   
160/200   risk = 0.039  time = 3250   
165/200   risk = 0.039  time = 3353   
170/200   risk = 0.039  time = 3457   
175/200   risk = 0.038  time = 3561   
180/200   risk = 0.038  time = 3669   
185/200   risk = 0.038  time = 3776   
190/200   risk = 0.038  time = 3883   
195/200   risk = 0.038  time = 3990   
200/200   risk = 0.038  time = 4098   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.038


### [bt]: Job terminated successfully [batchtools job.id=193]
### [bt]: Calculation finished!
