### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5796]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5796 (seed = 37211) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.2  time = 152   
 10/200   risk = 0.14  time = 249   
 15/200   risk = 0.097  time = 340   
 20/200   risk = 0.072  time = 435   
 25/200   risk = 0.056  time = 530   
 30/200   risk = 0.046  time = 625   
 35/200   risk = 0.039  time = 729   
 40/200   risk = 0.034  time = 825   
 45/200   risk = 0.031  time = 923   
 50/200   risk = 0.028  time = 1028   
 55/200   risk = 0.027  time = 1130   
 60/200   risk = 0.026  time = 1230   
 65/200   risk = 0.025  time = 1338   
 70/200   risk = 0.025  time = 1443   
 75/200   risk = 0.024  time = 1543   
 80/200   risk = 0.024  time = 1643   
 85/200   risk = 0.024  time = 1778   
 90/200   risk = 0.023  time = 1884   
 95/200   risk = 0.023  time = 1994   
100/200   risk = 0.023  time = 2097   
105/200   risk = 0.023  time = 2200   
110/200   risk = 0.023  time = 2304   
115/200   risk = 0.023  time = 2410   
120/200   risk = 0.023  time = 2519   
125/200   risk = 0.023  time = 2627   
130/200   risk = 0.023  time = 2744   
135/200   risk = 0.023  time = 2853   
140/200   risk = 0.023  time = 2964   
145/200   risk = 0.023  time = 3084   
150/200   risk = 0.023  time = 3210   
155/200   risk = 0.023  time = 3334   
160/200   risk = 0.023  time = 3458   
165/200   risk = 0.023  time = 3581   
170/200   risk = 0.023  time = 3731   
175/200   risk = 0.023  time = 3902   
180/200   risk = 0.023  time = 4022   
185/200   risk = 0.023  time = 4140   
190/200   risk = 0.023  time = 4261   
195/200   risk = 0.022  time = 4379   
200/200   risk = 0.022  time = 4499   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.022


### [bt]: Job terminated successfully [batchtools job.id=5796]
### [bt]: Calculation finished!
