### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7008]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7008 (seed = 38423) ...
  1/200   risk = 0.18  time = 0   
  5/200   risk = 0.14  time = 2449   
 10/200   risk = 0.095  time = 5343   
 15/200   risk = 0.07  time = 8330   
 20/200   risk = 0.055  time = 11262   
 25/200   risk = 0.045  time = 14231   
 30/200   risk = 0.038  time = 17133   
 35/200   risk = 0.034  time = 19954   
 40/200   risk = 0.031  time = 22741   
 45/200   risk = 0.029  time = 25545   
 50/200   risk = 0.027  time = 28458   
 55/200   risk = 0.026  time = 31395   
 60/200   risk = 0.025  time = 34298   
 65/200   risk = 0.025  time = 37122   
 70/200   risk = 0.024  time = 39948   
 75/200   risk = 0.024  time = 42738   
 80/200   risk = 0.023  time = 45528   
 85/200   risk = 0.023  time = 48319   
 90/200   risk = 0.023  time = 51111   
 95/200   risk = 0.023  time = 53925   
100/200   risk = 0.022  time = 56698   
105/200   risk = 0.022  time = 59508   
110/200   risk = 0.022  time = 62320   
115/200   risk = 0.022  time = 65022   
120/200   risk = 0.022  time = 67829   
125/200   risk = 0.021  time = 70619   
130/200   risk = 0.021  time = 73408   
135/200   risk = 0.021  time = 76214   
140/200   risk = 0.021  time = 78964   
145/200   risk = 0.021  time = 81752   
150/200   risk = 0.021  time = 84516   
155/200   risk = 0.021  time = 87267   
160/200   risk = 0.021  time = 90018   
165/200   risk = 0.021  time = 92779   
170/200   risk = 0.021  time = 95567   
175/200   risk = 0.021  time = 98331   
180/200   risk = 0.02  time = 101090   
185/200   risk = 0.02  time = 103943   
190/200   risk = 0.02  time = 106723   
195/200   risk = 0.02  time = 109498   
200/200   risk = 0.02  time = 112286   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=7008]
### [bt]: Calculation finished!
