### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12892]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12892 (seed = 44307) ...
  1/200   risk = 0.15  time = 0   
  5/200   risk = 0.11  time = 116   
 10/200   risk = 0.075  time = 184   
 15/200   risk = 0.053  time = 248   
 20/200   risk = 0.04  time = 314   
 25/200   risk = 0.032  time = 379   
 30/200   risk = 0.027  time = 444   
 35/200   risk = 0.023  time = 511   
 40/200   risk = 0.022  time = 577   
 45/200   risk = 0.02  time = 648   
 50/200   risk = 0.02  time = 717   
 55/200   risk = 0.019  time = 787   
 60/200   risk = 0.019  time = 861   
 65/200   risk = 0.019  time = 948   
 70/200   risk = 0.018  time = 1021   
 75/200   risk = 0.018  time = 1099   
 80/200   risk = 0.018  time = 1172   
 85/200   risk = 0.018  time = 1245   
 90/200   risk = 0.018  time = 1339   
 95/200   risk = 0.018  time = 1412   
100/200   risk = 0.018  time = 1487   
105/200   risk = 0.018  time = 1565   
110/200   risk = 0.018  time = 1639   
115/200   risk = 0.018  time = 1719   
120/200   risk = 0.018  time = 1796   
125/200   risk = 0.018  time = 1873   
130/200   risk = 0.018  time = 1953   
135/200   risk = 0.018  time = 2034   
140/200   risk = 0.018  time = 2116   
145/200   risk = 0.018  time = 2198   
150/200   risk = 0.018  time = 2280   
155/200   risk = 0.018  time = 2367   
160/200   risk = 0.018  time = 2452   
165/200   risk = 0.018  time = 2565   
170/200   risk = 0.018  time = 2654   
175/200   risk = 0.017  time = 2740   
180/200   risk = 0.017  time = 2826   
185/200   risk = 0.017  time = 2914   
190/200   risk = 0.017  time = 3002   
195/200   risk = 0.017  time = 3091   
200/200   risk = 0.017  time = 3182   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.017


### [bt]: Job terminated successfully [batchtools job.id=12892]
### [bt]: Calculation finished!
