### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=13334]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 13334 (seed = 44749) ...
  1/200   risk = 0.1  time = 0   
  5/200   risk = 0.077  time = 652   
 10/200   risk = 0.056  time = 1251   
 15/200   risk = 0.043  time = 1633   
 20/200   risk = 0.035  time = 2016   
 25/200   risk = 0.03  time = 2393   
 30/200   risk = 0.027  time = 2768   
 35/200   risk = 0.025  time = 3147   
 40/200   risk = 0.024  time = 3522   
 45/200   risk = 0.024  time = 3903   
 50/200   risk = 0.023  time = 4283   
 55/200   risk = 0.023  time = 4674   
 60/200   risk = 0.022  time = 5058   
 65/200   risk = 0.022  time = 5446   
 70/200   risk = 0.022  time = 5832   
 75/200   risk = 0.022  time = 6219   
 80/200   risk = 0.022  time = 6608   
 85/200   risk = 0.022  time = 6995   
 90/200   risk = 0.022  time = 7384   
 95/200   risk = 0.022  time = 7794   
100/200   risk = 0.022  time = 8188   
105/200   risk = 0.022  time = 8585   
110/200   risk = 0.022  time = 8961   
115/200   risk = 0.022  time = 9340   
120/200   risk = 0.022  time = 9719   
125/200   risk = 0.022  time = 10098   
130/200   risk = 0.022  time = 10482   
135/200   risk = 0.022  time = 10864   
140/200   risk = 0.022  time = 11261   
145/200   risk = 0.022  time = 11649   
150/200   risk = 0.022  time = 12033   
155/200   risk = 0.022  time = 12419   
160/200   risk = 0.022  time = 12804   
165/200   risk = 0.022  time = 13290   
170/200   risk = 0.021  time = 13729   
175/200   risk = 0.021  time = 14111   
180/200   risk = 0.021  time = 14528   
185/200   risk = 0.021  time = 14923   
190/200   risk = 0.021  time = 15315   
195/200   risk = 0.021  time = 15722   
200/200   risk = 0.021  time = 16179   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=13334]
### [bt]: Calculation finished!
