### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=434]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 434 (seed = 31849) ...
  1/200   risk = 0.3  time = 0   
  5/200   risk = 0.23  time = 175   
 10/200   risk = 0.17  time = 379   
 15/200   risk = 0.13  time = 546   
 20/200   risk = 0.1  time = 821   
 25/200   risk = 0.085  time = 980   
 30/200   risk = 0.073  time = 1137   
 35/200   risk = 0.064  time = 1292   
 40/200   risk = 0.057  time = 1450   
 45/200   risk = 0.053  time = 1611   
 50/200   risk = 0.049  time = 1775   
 55/200   risk = 0.046  time = 1948   
 60/200   risk = 0.044  time = 2109   
 65/200   risk = 0.043  time = 2274   
 70/200   risk = 0.041  time = 2438   
 75/200   risk = 0.04  time = 2600   
 80/200   risk = 0.039  time = 2765   
 85/200   risk = 0.038  time = 2941   
 90/200   risk = 0.038  time = 3108   
 95/200   risk = 0.037  time = 3272   
100/200   risk = 0.036  time = 3437   
105/200   risk = 0.036  time = 3603   
110/200   risk = 0.035  time = 3774   
115/200   risk = 0.035  time = 3955   
120/200   risk = 0.034  time = 4126   
125/200   risk = 0.034  time = 4302   
130/200   risk = 0.034  time = 4479   
135/200   risk = 0.033  time = 4649   
140/200   risk = 0.033  time = 4819   
145/200   risk = 0.033  time = 4988   
150/200   risk = 0.033  time = 5158   
155/200   risk = 0.033  time = 5332   
160/200   risk = 0.032  time = 5505   
165/200   risk = 0.032  time = 5689   
170/200   risk = 0.032  time = 5865   
175/200   risk = 0.032  time = 6039   
180/200   risk = 0.032  time = 6215   
185/200   risk = 0.031  time = 6391   
190/200   risk = 0.031  time = 6569   
195/200   risk = 0.031  time = 6751   
200/200   risk = 0.031  time = 6930   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.031


### [bt]: Job terminated successfully [batchtools job.id=434]
### [bt]: Calculation finished!
