### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5262]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5262 (seed = 36677) ...
  1/200   risk = 0.077  time = 0   
  5/200   risk = 0.062  time = 197   
 10/200   risk = 0.048  time = 322   
 15/200   risk = 0.04  time = 430   
 20/200   risk = 0.034  time = 540   
 25/200   risk = 0.03  time = 646   
 30/200   risk = 0.027  time = 750   
 35/200   risk = 0.025  time = 857   
 40/200   risk = 0.024  time = 970   
 45/200   risk = 0.023  time = 1080   
 50/200   risk = 0.022  time = 1201   
 55/200   risk = 0.022  time = 1323   
 60/200   risk = 0.022  time = 1442   
 65/200   risk = 0.021  time = 1564   
 70/200   risk = 0.021  time = 1681   
 75/200   risk = 0.021  time = 1805   
 80/200   risk = 0.021  time = 1919   
 85/200   risk = 0.021  time = 2049   
 90/200   risk = 0.02  time = 2171   
 95/200   risk = 0.02  time = 2298   
100/200   risk = 0.02  time = 2422   
105/200   risk = 0.02  time = 2550   
110/200   risk = 0.02  time = 2676   
115/200   risk = 0.02  time = 2816   
120/200   risk = 0.02  time = 2938   
125/200   risk = 0.02  time = 3070   
130/200   risk = 0.02  time = 3205   
135/200   risk = 0.02  time = 3333   
140/200   risk = 0.02  time = 3462   
145/200   risk = 0.02  time = 3591   
150/200   risk = 0.02  time = 3738   
155/200   risk = 0.02  time = 3871   
160/200   risk = 0.02  time = 4003   
165/200   risk = 0.02  time = 4137   
170/200   risk = 0.02  time = 4279   
175/200   risk = 0.02  time = 4418   
180/200   risk = 0.02  time = 4567   
185/200   risk = 0.02  time = 4708   
190/200   risk = 0.02  time = 4858   
195/200   risk = 0.02  time = 5004   
200/200   risk = 0.02  time = 5147   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=5262]
### [bt]: Calculation finished!
