### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10258]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10258 (seed = 41673) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.2  time = 308   
 10/200   risk = 0.13  time = 616   
 15/200   risk = 0.088  time = 874   
 20/200   risk = 0.063  time = 1135   
 25/200   risk = 0.047  time = 1396   
 30/200   risk = 0.038  time = 1710   
 35/200   risk = 0.032  time = 2013   
 40/200   risk = 0.028  time = 2316   
 45/200   risk = 0.025  time = 2582   
 50/200   risk = 0.024  time = 2839   
 55/200   risk = 0.023  time = 3103   
 60/200   risk = 0.022  time = 3364   
 65/200   risk = 0.022  time = 3633   
 70/200   risk = 0.021  time = 3895   
 75/200   risk = 0.021  time = 4192   
 80/200   risk = 0.021  time = 4527   
 85/200   risk = 0.021  time = 4845   
 90/200   risk = 0.021  time = 5114   
 95/200   risk = 0.021  time = 5381   
100/200   risk = 0.021  time = 5662   
105/200   risk = 0.021  time = 5929   
110/200   risk = 0.021  time = 6205   
115/200   risk = 0.02  time = 6474   
120/200   risk = 0.02  time = 6740   
125/200   risk = 0.02  time = 7012   
130/200   risk = 0.02  time = 7290   
135/200   risk = 0.02  time = 7559   
140/200   risk = 0.02  time = 7831   
145/200   risk = 0.02  time = 8105   
150/200   risk = 0.02  time = 8377   
155/200   risk = 0.02  time = 8649   
160/200   risk = 0.02  time = 8973   
165/200   risk = 0.02  time = 9256   
170/200   risk = 0.02  time = 9531   
175/200   risk = 0.02  time = 9822   
180/200   risk = 0.02  time = 10125   
185/200   risk = 0.02  time = 10463   
190/200   risk = 0.02  time = 10900   
195/200   risk = 0.02  time = 11240   
200/200   risk = 0.02  time = 11565   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=10258]
### [bt]: Calculation finished!
