### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5437]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5437 (seed = 36852) ...
  1/200   risk = 0.077  time = 0   
  5/200   risk = 0.061  time = 2395   
 10/200   risk = 0.047  time = 5277   
 15/200   risk = 0.038  time = 8112   
 20/200   risk = 0.033  time = 10907   
 25/200   risk = 0.029  time = 13709   
 30/200   risk = 0.027  time = 16500   
 35/200   risk = 0.025  time = 19302   
 40/200   risk = 0.024  time = 22137   
 45/200   risk = 0.023  time = 24940   
 50/200   risk = 0.022  time = 27824   
 55/200   risk = 0.022  time = 30635   
 60/200   risk = 0.022  time = 33521   
 65/200   risk = 0.021  time = 36404   
 70/200   risk = 0.021  time = 39313   
 75/200   risk = 0.021  time = 42206   
 80/200   risk = 0.021  time = 45135   
 85/200   risk = 0.021  time = 48050   
 90/200   risk = 0.021  time = 50984   
 95/200   risk = 0.021  time = 53961   
100/200   risk = 0.021  time = 56938   
105/200   risk = 0.021  time = 59839   
110/200   risk = 0.021  time = 62731   
115/200   risk = 0.02  time = 65667   
120/200   risk = 0.02  time = 68761   
125/200   risk = 0.02  time = 71533   
130/200   risk = 0.02  time = 74309   
135/200   risk = 0.02  time = 77074   
140/200   risk = 0.02  time = 79871   
145/200   risk = 0.02  time = 83025   
150/200   risk = 0.02  time = 85997   
155/200   risk = 0.02  time = 88903   
160/200   risk = 0.02  time = 91835   
165/200   risk = 0.02  time = 94821   
170/200   risk = 0.02  time = 97872   
175/200   risk = 0.02  time = 100812   
180/200   risk = 0.02  time = 103630   
185/200   risk = 0.02  time = 106390   
190/200   risk = 0.02  time = 109202   
195/200   risk = 0.02  time = 111994   
200/200   risk = 0.02  time = 114762   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=5437]
### [bt]: Calculation finished!
