### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8280]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8280 (seed = 39695) ...
  1/200   risk = 0.29  time = 0   
  5/200   risk = 0.2  time = 302   
 10/200   risk = 0.13  time = 579   
 15/200   risk = 0.092  time = 857   
 20/200   risk = 0.066  time = 1157   
 25/200   risk = 0.05  time = 1446   
 30/200   risk = 0.04  time = 1737   
 35/200   risk = 0.034  time = 2029   
 40/200   risk = 0.03  time = 2321   
 45/200   risk = 0.027  time = 2616   
 50/200   risk = 0.026  time = 2917   
 55/200   risk = 0.025  time = 3214   
 60/200   risk = 0.024  time = 3510   
 65/200   risk = 0.023  time = 3813   
 70/200   risk = 0.023  time = 4128   
 75/200   risk = 0.023  time = 4439   
 80/200   risk = 0.022  time = 4748   
 85/200   risk = 0.022  time = 5058   
 90/200   risk = 0.022  time = 5369   
 95/200   risk = 0.022  time = 5686   
100/200   risk = 0.022  time = 6004   
105/200   risk = 0.022  time = 6326   
110/200   risk = 0.022  time = 6644   
115/200   risk = 0.022  time = 6999   
120/200   risk = 0.022  time = 7376   
125/200   risk = 0.022  time = 7701   
130/200   risk = 0.021  time = 8024   
135/200   risk = 0.021  time = 8346   
140/200   risk = 0.021  time = 8668   
145/200   risk = 0.021  time = 8991   
150/200   risk = 0.021  time = 9314   
155/200   risk = 0.021  time = 9650   
160/200   risk = 0.021  time = 9979   
165/200   risk = 0.021  time = 10307   
170/200   risk = 0.021  time = 10635   
175/200   risk = 0.021  time = 10993   
180/200   risk = 0.021  time = 11328   
185/200   risk = 0.021  time = 11649   
190/200   risk = 0.021  time = 11968   
195/200   risk = 0.021  time = 12308   
200/200   risk = 0.021  time = 12646   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=8280]
### [bt]: Calculation finished!
