### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5742]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5742 (seed = 37157) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.21  time = 264   
 10/200   risk = 0.14  time = 535   
 15/200   risk = 0.1  time = 789   
 20/200   risk = 0.074  time = 1045   
 25/200   risk = 0.057  time = 1303   
 30/200   risk = 0.046  time = 1562   
 35/200   risk = 0.038  time = 1827   
 40/200   risk = 0.033  time = 2110   
 45/200   risk = 0.03  time = 2457   
 50/200   risk = 0.028  time = 2728   
 55/200   risk = 0.026  time = 3048   
 60/200   risk = 0.025  time = 3333   
 65/200   risk = 0.024  time = 3607   
 70/200   risk = 0.024  time = 3869   
 75/200   risk = 0.023  time = 4134   
 80/200   risk = 0.023  time = 4400   
 85/200   risk = 0.023  time = 4675   
 90/200   risk = 0.023  time = 4942   
 95/200   risk = 0.023  time = 5223   
100/200   risk = 0.022  time = 5491   
105/200   risk = 0.022  time = 5759   
110/200   risk = 0.022  time = 6567   
115/200   risk = 0.022  time = 7031   
120/200   risk = 0.022  time = 7496   
125/200   risk = 0.022  time = 7946   
130/200   risk = 0.022  time = 8392   
135/200   risk = 0.022  time = 8839   
140/200   risk = 0.022  time = 9264   
145/200   risk = 0.022  time = 9750   
150/200   risk = 0.022  time = 10187   
155/200   risk = 0.022  time = 10667   
160/200   risk = 0.022  time = 11137   
165/200   risk = 0.022  time = 11610   
170/200   risk = 0.022  time = 12078   
175/200   risk = 0.022  time = 12615   
180/200   risk = 0.022  time = 13129   
185/200   risk = 0.022  time = 13669   
190/200   risk = 0.022  time = 14203   
195/200   risk = 0.022  time = 14697   
200/200   risk = 0.022  time = 15196   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.022


### [bt]: Job terminated successfully [batchtools job.id=5742]
### [bt]: Calculation finished!
