### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10274]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10274 (seed = 41689) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.2  time = 483   
 10/200   risk = 0.13  time = 988   
 15/200   risk = 0.088  time = 1430   
 20/200   risk = 0.063  time = 1855   
 25/200   risk = 0.047  time = 2305   
 30/200   risk = 0.037  time = 2758   
 35/200   risk = 0.031  time = 3208   
 40/200   risk = 0.028  time = 3665   
 45/200   risk = 0.025  time = 4133   
 50/200   risk = 0.024  time = 4586   
 55/200   risk = 0.023  time = 5057   
 60/200   risk = 0.022  time = 5549   
 65/200   risk = 0.022  time = 6087   
 70/200   risk = 0.021  time = 6578   
 75/200   risk = 0.021  time = 7075   
 80/200   risk = 0.021  time = 7553   
 85/200   risk = 0.021  time = 8040   
 90/200   risk = 0.021  time = 8550   
 95/200   risk = 0.021  time = 9047   
100/200   risk = 0.021  time = 9558   
105/200   risk = 0.021  time = 10048   
110/200   risk = 0.021  time = 10530   
115/200   risk = 0.021  time = 11027   
120/200   risk = 0.021  time = 11512   
125/200   risk = 0.021  time = 11999   
130/200   risk = 0.021  time = 12516   
135/200   risk = 0.021  time = 13030   
140/200   risk = 0.021  time = 13555   
145/200   risk = 0.021  time = 14044   
150/200   risk = 0.021  time = 14520   
155/200   risk = 0.021  time = 15003   
160/200   risk = 0.021  time = 15518   
165/200   risk = 0.021  time = 16049   
170/200   risk = 0.021  time = 16581   
175/200   risk = 0.021  time = 17064   
180/200   risk = 0.021  time = 17553   
185/200   risk = 0.021  time = 18052   
190/200   risk = 0.021  time = 18567   
195/200   risk = 0.021  time = 19086   
200/200   risk = 0.021  time = 19640   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=10274]
### [bt]: Calculation finished!
