### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12140]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12140 (seed = 43555) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.16  time = 291   
 10/200   risk = 0.11  time = 567   
 15/200   risk = 0.074  time = 836   
 20/200   risk = 0.053  time = 1112   
 25/200   risk = 0.041  time = 1387   
 30/200   risk = 0.033  time = 1660   
 35/200   risk = 0.028  time = 1936   
 40/200   risk = 0.025  time = 2219   
 45/200   risk = 0.023  time = 2494   
 50/200   risk = 0.022  time = 2834   
 55/200   risk = 0.021  time = 3136   
 60/200   risk = 0.021  time = 3436   
 65/200   risk = 0.021  time = 3748   
 70/200   risk = 0.02  time = 4076   
 75/200   risk = 0.02  time = 4377   
 80/200   risk = 0.02  time = 4691   
 85/200   risk = 0.02  time = 5000   
 90/200   risk = 0.02  time = 5306   
 95/200   risk = 0.02  time = 5631   
100/200   risk = 0.02  time = 5964   
105/200   risk = 0.02  time = 6265   
110/200   risk = 0.02  time = 6579   
115/200   risk = 0.02  time = 6891   
120/200   risk = 0.02  time = 7203   
125/200   risk = 0.02  time = 7517   
130/200   risk = 0.02  time = 7835   
135/200   risk = 0.02  time = 8150   
140/200   risk = 0.02  time = 8471   
145/200   risk = 0.02  time = 8796   
150/200   risk = 0.02  time = 9103   
155/200   risk = 0.02  time = 9439   
160/200   risk = 0.02  time = 9755   
165/200   risk = 0.02  time = 10064   
170/200   risk = 0.02  time = 10377   
175/200   risk = 0.02  time = 10702   
180/200   risk = 0.02  time = 11005   
185/200   risk = 0.02  time = 11308   
190/200   risk = 0.02  time = 11617   
195/200   risk = 0.02  time = 11921   
200/200   risk = 0.02  time = 12227   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=12140]
### [bt]: Calculation finished!
