### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=1882]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 1882 (seed = 33297) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.23  time = 573   
 10/200   risk = 0.19  time = 1087   
 15/200   risk = 0.16  time = 1555   
 20/200   risk = 0.14  time = 2045   
 25/200   risk = 0.13  time = 2516   
 30/200   risk = 0.11  time = 2992   
 35/200   risk = 0.11  time = 3459   
 40/200   risk = 0.098  time = 3940   
 45/200   risk = 0.092  time = 4427   
 50/200   risk = 0.088  time = 4896   
 55/200   risk = 0.084  time = 5380   
 60/200   risk = 0.081  time = 5854   
 65/200   risk = 0.078  time = 6312   
 70/200   risk = 0.076  time = 6763   
 75/200   risk = 0.074  time = 7218   
 80/200   risk = 0.073  time = 7669   
 85/200   risk = 0.072  time = 8132   
 90/200   risk = 0.07  time = 8587   
 95/200   risk = 0.069  time = 9053   
100/200   risk = 0.069  time = 9516   
105/200   risk = 0.068  time = 9981   
110/200   risk = 0.067  time = 10450   
115/200   risk = 0.066  time = 10892   
120/200   risk = 0.066  time = 11354   
125/200   risk = 0.065  time = 11845   
130/200   risk = 0.065  time = 12334   
135/200   risk = 0.064  time = 12808   
140/200   risk = 0.064  time = 13297   
145/200   risk = 0.063  time = 13756   
150/200   risk = 0.063  time = 14226   
155/200   risk = 0.063  time = 14687   
160/200   risk = 0.062  time = 15184   
165/200   risk = 0.062  time = 15645   
170/200   risk = 0.062  time = 16105   
175/200   risk = 0.061  time = 16583   
180/200   risk = 0.061  time = 17052   
185/200   risk = 0.061  time = 17516   
190/200   risk = 0.06  time = 17979   
195/200   risk = 0.06  time = 18440   
200/200   risk = 0.06  time = 18914   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.06


### [bt]: Job terminated successfully [batchtools job.id=1882]
### [bt]: Calculation finished!
