### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=1278]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 1278 (seed = 32693) ...
  1/200   risk = 0.26  time = 0   
  5/200   risk = 0.22  time = 146   
 10/200   risk = 0.18  time = 266   
 15/200   risk = 0.15  time = 376   
 20/200   risk = 0.13  time = 488   
 25/200   risk = 0.11  time = 596   
 30/200   risk = 0.1  time = 706   
 35/200   risk = 0.093  time = 780   
 40/200   risk = 0.087  time = 853   
 45/200   risk = 0.083  time = 928   
 50/200   risk = 0.079  time = 998   
 55/200   risk = 0.077  time = 1070   
 60/200   risk = 0.074  time = 1142   
 65/200   risk = 0.072  time = 1228   
 70/200   risk = 0.071  time = 1319   
 75/200   risk = 0.069  time = 1451   
 80/200   risk = 0.068  time = 1529   
 85/200   risk = 0.067  time = 1602   
 90/200   risk = 0.066  time = 1675   
 95/200   risk = 0.066  time = 1750   
100/200   risk = 0.065  time = 1824   
105/200   risk = 0.064  time = 1901   
110/200   risk = 0.064  time = 1977   
115/200   risk = 0.063  time = 2054   
120/200   risk = 0.063  time = 2132   
125/200   risk = 0.062  time = 2210   
130/200   risk = 0.062  time = 2299   
135/200   risk = 0.062  time = 2380   
140/200   risk = 0.061  time = 2461   
145/200   risk = 0.061  time = 2568   
150/200   risk = 0.061  time = 2660   
155/200   risk = 0.06  time = 2744   
160/200   risk = 0.06  time = 2829   
165/200   risk = 0.06  time = 2919   
170/200   risk = 0.06  time = 3005   
175/200   risk = 0.059  time = 3091   
180/200   risk = 0.059  time = 3178   
185/200   risk = 0.059  time = 3280   
190/200   risk = 0.059  time = 3371   
195/200   risk = 0.059  time = 3461   
200/200   risk = 0.058  time = 3552   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.058


### [bt]: Job terminated successfully [batchtools job.id=1278]
### [bt]: Calculation finished!
