### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=2203]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 2203 (seed = 33618) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.23  time = 2473   
 10/200   risk = 0.19  time = 5635   
 15/200   risk = 0.16  time = 8777   
 20/200   risk = 0.14  time = 11890   
 25/200   risk = 0.12  time = 15004   
 30/200   risk = 0.11  time = 17328   
 35/200   risk = 0.1  time = 19150   
 40/200   risk = 0.096  time = 20957   
 45/200   risk = 0.09  time = 22642   
 50/200   risk = 0.086  time = 24268   
 55/200   risk = 0.083  time = 25951   
 60/200   risk = 0.081  time = 27639   
 65/200   risk = 0.079  time = 29325   
 70/200   risk = 0.077  time = 30979   
 75/200   risk = 0.076  time = 32675   
 80/200   risk = 0.075  time = 34376   
 85/200   risk = 0.074  time = 36075   
 90/200   risk = 0.073  time = 37769   
 95/200   risk = 0.073  time = 39463   
100/200   risk = 0.072  time = 41161   
105/200   risk = 0.072  time = 42866   
110/200   risk = 0.072  time = 44567   
115/200   risk = 0.071  time = 46273   
120/200   risk = 0.071  time = 47989   
125/200   risk = 0.071  time = 49682   
130/200   risk = 0.071  time = 51385   
135/200   risk = 0.071  time = 53057   
140/200   risk = 0.07  time = 54757   
145/200   risk = 0.07  time = 56467   
150/200   risk = 0.07  time = 58173   
155/200   risk = 0.07  time = 59891   
160/200   risk = 0.07  time = 61585   
165/200   risk = 0.07  time = 63217   
170/200   risk = 0.07  time = 64801   
175/200   risk = 0.069  time = 66395   
180/200   risk = 0.069  time = 67990   
185/200   risk = 0.069  time = 69578   
190/200   risk = 0.069  time = 71184   
195/200   risk = 0.069  time = 72784   
200/200   risk = 0.069  time = 74380   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.069


### [bt]: Job terminated successfully [batchtools job.id=2203]
### [bt]: Calculation finished!
