### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8155]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8155 (seed = 39570) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.2  time = 291   
 10/200   risk = 0.13  time = 531   
 15/200   risk = 0.09  time = 711   
 20/200   risk = 0.064  time = 900   
 25/200   risk = 0.049  time = 1098   
 30/200   risk = 0.039  time = 1284   
 35/200   risk = 0.033  time = 1469   
 40/200   risk = 0.029  time = 1666   
 45/200   risk = 0.027  time = 1858   
 50/200   risk = 0.025  time = 2055   
 55/200   risk = 0.024  time = 2272   
 60/200   risk = 0.023  time = 2472   
 65/200   risk = 0.023  time = 2668   
 70/200   risk = 0.023  time = 2873   
 75/200   risk = 0.022  time = 3067   
 80/200   risk = 0.022  time = 3262   
 85/200   risk = 0.022  time = 3459   
 90/200   risk = 0.022  time = 3664   
 95/200   risk = 0.022  time = 3860   
100/200   risk = 0.022  time = 4067   
105/200   risk = 0.022  time = 4300   
110/200   risk = 0.022  time = 4556   
115/200   risk = 0.022  time = 4777   
120/200   risk = 0.022  time = 5005   
125/200   risk = 0.021  time = 5225   
130/200   risk = 0.021  time = 5450   
135/200   risk = 0.021  time = 5675   
140/200   risk = 0.021  time = 5905   
145/200   risk = 0.021  time = 6129   
150/200   risk = 0.021  time = 6381   
155/200   risk = 0.021  time = 6620   
160/200   risk = 0.021  time = 6858   
165/200   risk = 0.021  time = 7100   
170/200   risk = 0.021  time = 7351   
175/200   risk = 0.021  time = 7576   
180/200   risk = 0.021  time = 7825   
185/200   risk = 0.021  time = 8063   
190/200   risk = 0.021  time = 8300   
195/200   risk = 0.021  time = 8536   
200/200   risk = 0.021  time = 8775   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=8155]
### [bt]: Calculation finished!
