### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4633]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4633 (seed = 36048) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 1488   
 10/200   risk = 0.085  time = 3137   
 15/200   risk = 0.064  time = 4796   
 20/200   risk = 0.051  time = 6484   
 25/200   risk = 0.042  time = 8176   
 30/200   risk = 0.036  time = 9791   
 35/200   risk = 0.032  time = 11469   
 40/200   risk = 0.029  time = 13122   
 45/200   risk = 0.028  time = 14832   
 50/200   risk = 0.026  time = 16560   
 55/200   risk = 0.025  time = 18300   
 60/200   risk = 0.025  time = 20005   
 65/200   risk = 0.024  time = 21715   
 70/200   risk = 0.024  time = 23423   
 75/200   risk = 0.023  time = 25119   
 80/200   risk = 0.023  time = 26737   
 85/200   risk = 0.023  time = 28605   
 90/200   risk = 0.023  time = 30267   
 95/200   risk = 0.023  time = 31963   
100/200   risk = 0.022  time = 33651   
105/200   risk = 0.022  time = 35353   
110/200   risk = 0.022  time = 37047   
115/200   risk = 0.022  time = 38752   
120/200   risk = 0.022  time = 40454   
125/200   risk = 0.022  time = 42141   
130/200   risk = 0.022  time = 43782   
135/200   risk = 0.022  time = 45424   
140/200   risk = 0.022  time = 47063   
145/200   risk = 0.022  time = 48715   
150/200   risk = 0.022  time = 50351   
155/200   risk = 0.022  time = 52002   
160/200   risk = 0.022  time = 53649   
165/200   risk = 0.021  time = 55298   
170/200   risk = 0.021  time = 56939   
175/200   risk = 0.021  time = 58581   
180/200   risk = 0.021  time = 60217   
185/200   risk = 0.021  time = 61921   
190/200   risk = 0.021  time = 63593   
195/200   risk = 0.021  time = 65182   
200/200   risk = 0.021  time = 66764   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=4633]
### [bt]: Calculation finished!
