### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12106]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12106 (seed = 43521) ...
  1/200   risk = 0.22  time = 0   
  5/200   risk = 0.16  time = 339   
 10/200   risk = 0.11  time = 652   
 15/200   risk = 0.073  time = 975   
 20/200   risk = 0.053  time = 1286   
 25/200   risk = 0.041  time = 1593   
 30/200   risk = 0.034  time = 1905   
 35/200   risk = 0.029  time = 2225   
 40/200   risk = 0.027  time = 2547   
 45/200   risk = 0.025  time = 2886   
 50/200   risk = 0.024  time = 3208   
 55/200   risk = 0.023  time = 3541   
 60/200   risk = 0.022  time = 3879   
 65/200   risk = 0.022  time = 4217   
 70/200   risk = 0.022  time = 4539   
 75/200   risk = 0.022  time = 4856   
 80/200   risk = 0.022  time = 5173   
 85/200   risk = 0.021  time = 5492   
 90/200   risk = 0.021  time = 5811   
 95/200   risk = 0.021  time = 6130   
100/200   risk = 0.021  time = 6462   
105/200   risk = 0.021  time = 6788   
110/200   risk = 0.021  time = 7099   
115/200   risk = 0.021  time = 7424   
120/200   risk = 0.021  time = 7763   
125/200   risk = 0.021  time = 8085   
130/200   risk = 0.021  time = 8419   
135/200   risk = 0.021  time = 8755   
140/200   risk = 0.021  time = 9071   
145/200   risk = 0.021  time = 9396   
150/200   risk = 0.021  time = 9759   
155/200   risk = 0.021  time = 10090   
160/200   risk = 0.021  time = 10418   
165/200   risk = 0.021  time = 10767   
170/200   risk = 0.021  time = 11119   
175/200   risk = 0.021  time = 11452   
180/200   risk = 0.021  time = 11793   
185/200   risk = 0.021  time = 12118   
190/200   risk = 0.021  time = 12441   
195/200   risk = 0.021  time = 12766   
200/200   risk = 0.021  time = 13093   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=12106]
### [bt]: Calculation finished!
