### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8410]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8410 (seed = 39825) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.11  time = 222   
 10/200   risk = 0.08  time = 431   
 15/200   risk = 0.059  time = 620   
 20/200   risk = 0.045  time = 840   
 25/200   risk = 0.037  time = 1056   
 30/200   risk = 0.032  time = 1236   
 35/200   risk = 0.028  time = 1415   
 40/200   risk = 0.026  time = 1595   
 45/200   risk = 0.025  time = 1774   
 50/200   risk = 0.024  time = 1985   
 55/200   risk = 0.023  time = 2195   
 60/200   risk = 0.022  time = 2375   
 65/200   risk = 0.022  time = 2558   
 70/200   risk = 0.022  time = 2735   
 75/200   risk = 0.022  time = 2911   
 80/200   risk = 0.021  time = 3086   
 85/200   risk = 0.021  time = 3266   
 90/200   risk = 0.021  time = 3453   
 95/200   risk = 0.021  time = 3634   
100/200   risk = 0.021  time = 3816   
105/200   risk = 0.021  time = 3999   
110/200   risk = 0.021  time = 4224   
115/200   risk = 0.02  time = 4416   
120/200   risk = 0.02  time = 4609   
125/200   risk = 0.02  time = 4822   
130/200   risk = 0.02  time = 5027   
135/200   risk = 0.02  time = 5214   
140/200   risk = 0.02  time = 5407   
145/200   risk = 0.02  time = 5618   
150/200   risk = 0.02  time = 5814   
155/200   risk = 0.02  time = 6014   
160/200   risk = 0.02  time = 6214   
165/200   risk = 0.02  time = 6413   
170/200   risk = 0.02  time = 6613   
175/200   risk = 0.02  time = 6813   
180/200   risk = 0.02  time = 7044   
185/200   risk = 0.02  time = 7252   
190/200   risk = 0.02  time = 7467   
195/200   risk = 0.02  time = 7688   
200/200   risk = 0.02  time = 7884   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=8410]
### [bt]: Calculation finished!
