### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5279]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5279 (seed = 36694) ...
  1/200   risk = 0.078  time = 0   
  5/200   risk = 0.061  time = 171   
 10/200   risk = 0.047  time = 294   
 15/200   risk = 0.039  time = 447   
 20/200   risk = 0.033  time = 564   
 25/200   risk = 0.03  time = 674   
 30/200   risk = 0.027  time = 782   
 35/200   risk = 0.026  time = 893   
 40/200   risk = 0.024  time = 1013   
 45/200   risk = 0.024  time = 1123   
 50/200   risk = 0.023  time = 1237   
 55/200   risk = 0.023  time = 1353   
 60/200   risk = 0.022  time = 1486   
 65/200   risk = 0.022  time = 1604   
 70/200   risk = 0.022  time = 1729   
 75/200   risk = 0.022  time = 1848   
 80/200   risk = 0.022  time = 1968   
 85/200   risk = 0.022  time = 2095   
 90/200   risk = 0.022  time = 2221   
 95/200   risk = 0.021  time = 2366   
100/200   risk = 0.021  time = 2517   
105/200   risk = 0.021  time = 2643   
110/200   risk = 0.021  time = 2773   
115/200   risk = 0.021  time = 2910   
120/200   risk = 0.021  time = 3046   
125/200   risk = 0.021  time = 3183   
130/200   risk = 0.021  time = 3343   
135/200   risk = 0.021  time = 3498   
140/200   risk = 0.021  time = 3643   
145/200   risk = 0.021  time = 3787   
150/200   risk = 0.021  time = 3941   
155/200   risk = 0.021  time = 4093   
160/200   risk = 0.021  time = 4245   
165/200   risk = 0.021  time = 4427   
170/200   risk = 0.021  time = 4592   
175/200   risk = 0.021  time = 4746   
180/200   risk = 0.021  time = 4994   
185/200   risk = 0.021  time = 5158   
190/200   risk = 0.021  time = 5312   
195/200   risk = 0.021  time = 5470   
200/200   risk = 0.021  time = 5629   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=5279]
### [bt]: Calculation finished!
