### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=849]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 849 (seed = 32264) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.22  time = 181   
 10/200   risk = 0.17  time = 353   
 15/200   risk = 0.14  time = 503   
 20/200   risk = 0.12  time = 659   
 25/200   risk = 0.099  time = 850   
 30/200   risk = 0.088  time = 1039   
 35/200   risk = 0.08  time = 1207   
 40/200   risk = 0.075  time = 1384   
 45/200   risk = 0.071  time = 1549   
 50/200   risk = 0.068  time = 1713   
 55/200   risk = 0.066  time = 1891   
 60/200   risk = 0.065  time = 2054   
 65/200   risk = 0.063  time = 2279   
 70/200   risk = 0.063  time = 2464   
 75/200   risk = 0.062  time = 2638   
 80/200   risk = 0.061  time = 2797   
 85/200   risk = 0.061  time = 2956   
 90/200   risk = 0.06  time = 3116   
 95/200   risk = 0.06  time = 3275   
100/200   risk = 0.059  time = 3438   
105/200   risk = 0.059  time = 3603   
110/200   risk = 0.059  time = 3766   
115/200   risk = 0.059  time = 3932   
120/200   risk = 0.058  time = 4096   
125/200   risk = 0.058  time = 4275   
130/200   risk = 0.058  time = 4440   
135/200   risk = 0.058  time = 4604   
140/200   risk = 0.057  time = 4768   
145/200   risk = 0.057  time = 4933   
150/200   risk = 0.057  time = 5098   
155/200   risk = 0.057  time = 5299   
160/200   risk = 0.057  time = 5470   
165/200   risk = 0.057  time = 5638   
170/200   risk = 0.056  time = 5808   
175/200   risk = 0.056  time = 5979   
180/200   risk = 0.056  time = 6149   
185/200   risk = 0.056  time = 6323   
190/200   risk = 0.056  time = 6496   
195/200   risk = 0.056  time = 6672   
200/200   risk = 0.056  time = 6851   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.056


### [bt]: Job terminated successfully [batchtools job.id=849]
### [bt]: Calculation finished!
