### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=149]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 149 (seed = 31564) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.21  time = 239   
 10/200   risk = 0.16  time = 477   
 15/200   risk = 0.13  time = 703   
 20/200   risk = 0.1  time = 936   
 25/200   risk = 0.084  time = 1163   
 30/200   risk = 0.072  time = 1390   
 35/200   risk = 0.063  time = 1618   
 40/200   risk = 0.057  time = 1866   
 45/200   risk = 0.052  time = 2101   
 50/200   risk = 0.049  time = 2335   
 55/200   risk = 0.046  time = 2571   
 60/200   risk = 0.044  time = 2818   
 65/200   risk = 0.042  time = 3051   
 70/200   risk = 0.041  time = 3284   
 75/200   risk = 0.039  time = 3516   
 80/200   risk = 0.038  time = 3749   
 85/200   risk = 0.037  time = 3984   
 90/200   risk = 0.037  time = 4218   
 95/200   risk = 0.036  time = 4489   
100/200   risk = 0.035  time = 4729   
105/200   risk = 0.035  time = 4966   
110/200   risk = 0.034  time = 5203   
115/200   risk = 0.034  time = 5440   
120/200   risk = 0.034  time = 5679   
125/200   risk = 0.033  time = 5917   
130/200   risk = 0.033  time = 6157   
135/200   risk = 0.033  time = 6397   
140/200   risk = 0.032  time = 6637   
145/200   risk = 0.032  time = 6882   
150/200   risk = 0.032  time = 7122   
155/200   risk = 0.032  time = 7364   
160/200   risk = 0.031  time = 7625   
165/200   risk = 0.031  time = 7898   
170/200   risk = 0.031  time = 8141   
175/200   risk = 0.031  time = 8386   
180/200   risk = 0.031  time = 8631   
185/200   risk = 0.031  time = 8876   
190/200   risk = 0.03  time = 9122   
195/200   risk = 0.03  time = 9369   
200/200   risk = 0.03  time = 9617   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.03


### [bt]: Job terminated successfully [batchtools job.id=149]
### [bt]: Calculation finished!
