### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12702]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12702 (seed = 44117) ...
  1/200   risk = 0.25  time = 0   
  5/200   risk = 0.18  time = 2516   
 10/200   risk = 0.11  time = 5612   
 15/200   risk = 0.078  time = 8719   
 20/200   risk = 0.056  time = 11878   
 25/200   risk = 0.042  time = 15112   
 30/200   risk = 0.034  time = 18642   
 35/200   risk = 0.029  time = 21994   
 40/200   risk = 0.026  time = 25342   
 45/200   risk = 0.024  time = 28819   
 50/200   risk = 0.022  time = 32148   
 55/200   risk = 0.022  time = 35530   
 60/200   risk = 0.021  time = 38897   
 65/200   risk = 0.021  time = 42230   
 70/200   risk = 0.02  time = 45513   
 75/200   risk = 0.02  time = 48851   
 80/200   risk = 0.02  time = 52200   
 85/200   risk = 0.02  time = 55467   
 90/200   risk = 0.02  time = 58748   
 95/200   risk = 0.02  time = 62043   
100/200   risk = 0.02  time = 65279   
105/200   risk = 0.02  time = 68446   
110/200   risk = 0.02  time = 71580   
115/200   risk = 0.02  time = 75017   
120/200   risk = 0.02  time = 78293   
125/200   risk = 0.02  time = 81554   
130/200   risk = 0.02  time = 84769   
135/200   risk = 0.02  time = 87941   
140/200   risk = 0.02  time = 91188   
145/200   risk = 0.02  time = 94742   
150/200   risk = 0.02  time = 98139   
155/200   risk = 0.02  time = 101376   
160/200   risk = 0.02  time = 104693   
165/200   risk = 0.02  time = 107992   
170/200   risk = 0.02  time = 111209   
175/200   risk = 0.02  time = 114527   
180/200   risk = 0.02  time = 117903   
185/200   risk = 0.02  time = 121089   
190/200   risk = 0.02  time = 124377   
195/200   risk = 0.02  time = 127650   
200/200   risk = 0.02  time = 130860   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=12702]
### [bt]: Calculation finished!
