### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=3689]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 3689 (seed = 35104) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.21  time = 202   
 10/200   risk = 0.15  time = 345   
 15/200   risk = 0.11  time = 467   
 20/200   risk = 0.085  time = 593   
 25/200   risk = 0.069  time = 709   
 30/200   risk = 0.058  time = 825   
 35/200   risk = 0.05  time = 945   
 40/200   risk = 0.045  time = 1072   
 45/200   risk = 0.041  time = 1200   
 50/200   risk = 0.039  time = 1325   
 55/200   risk = 0.036  time = 1467   
 60/200   risk = 0.035  time = 1603   
 65/200   risk = 0.033  time = 1751   
 70/200   risk = 0.032  time = 1885   
 75/200   risk = 0.031  time = 2022   
 80/200   risk = 0.031  time = 2150   
 85/200   risk = 0.03  time = 2277   
 90/200   risk = 0.029  time = 2532   
 95/200   risk = 0.029  time = 2682   
100/200   risk = 0.029  time = 2815   
105/200   risk = 0.028  time = 2958   
110/200   risk = 0.028  time = 3095   
115/200   risk = 0.027  time = 3240   
120/200   risk = 0.027  time = 3381   
125/200   risk = 0.027  time = 3530   
130/200   risk = 0.027  time = 3700   
135/200   risk = 0.026  time = 3860   
140/200   risk = 0.026  time = 4006   
145/200   risk = 0.026  time = 4153   
150/200   risk = 0.026  time = 4337   
155/200   risk = 0.026  time = 4488   
160/200   risk = 0.026  time = 4653   
165/200   risk = 0.025  time = 4813   
170/200   risk = 0.025  time = 4989   
175/200   risk = 0.025  time = 5154   
180/200   risk = 0.025  time = 5322   
185/200   risk = 0.025  time = 5499   
190/200   risk = 0.025  time = 5667   
195/200   risk = 0.025  time = 5851   
200/200   risk = 0.025  time = 6019   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.025


### [bt]: Job terminated successfully [batchtools job.id=3689]
### [bt]: Calculation finished!
