### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6358]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6358 (seed = 37773) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.17  time = 1295   
 10/200   risk = 0.11  time = 2306   
 15/200   risk = 0.083  time = 3216   
 20/200   risk = 0.062  time = 4289   
 25/200   risk = 0.05  time = 5218   
 30/200   risk = 0.041  time = 6134   
 35/200   risk = 0.036  time = 10246   
 40/200   risk = 0.033  time = 11354   
 45/200   risk = 0.031  time = 12364   
 50/200   risk = 0.029  time = 13350   
 55/200   risk = 0.028  time = 18213   
 60/200   risk = 0.027  time = 19227   
 65/200   risk = 0.027  time = 20279   
 70/200   risk = 0.026  time = 21545   
 75/200   risk = 0.026  time = 23722   
 80/200   risk = 0.026  time = 25542   
 85/200   risk = 0.026  time = 33798   
 90/200   risk = 0.025  time = 35755   
 95/200   risk = 0.025  time = 38077   
100/200   risk = 0.025  time = 44142   
105/200   risk = 0.025  time = 45333   
110/200   risk = 0.025  time = 50808   
115/200   risk = 0.025  time = 51905   
120/200   risk = 0.024  time = 53011   
125/200   risk = 0.024  time = 54795   
130/200   risk = 0.024  time = 61107   
135/200   risk = 0.024  time = 62509   
140/200   risk = 0.024  time = 67986   
145/200   risk = 0.024  time = 69327   
150/200   risk = 0.024  time = 71456   
155/200   risk = 0.024  time = 72782   
160/200   risk = 0.024  time = 76414   
165/200   risk = 0.023  time = 77586   
170/200   risk = 0.023  time = 84210   
175/200   risk = 0.023  time = 85362   
180/200   risk = 0.023  time = 86526   
185/200   risk = 0.023  time = 88136   
190/200   risk = 0.023  time = 90820   
195/200   risk = 0.023  time = 92710   
200/200   risk = 0.023  time = 97029   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=6358]
### [bt]: Calculation finished!
