### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12933]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12933 (seed = 44348) ...
  1/200   risk = 0.18  time = 0   
  5/200   risk = 0.13  time = 631   
 10/200   risk = 0.087  time = 1167   
 15/200   risk = 0.062  time = 1683   
 20/200   risk = 0.047  time = 2095   
 25/200   risk = 0.038  time = 2409   
 30/200   risk = 0.033  time = 2716   
 35/200   risk = 0.029  time = 3024   
 40/200   risk = 0.027  time = 3368   
 45/200   risk = 0.026  time = 3671   
 50/200   risk = 0.025  time = 3974   
 55/200   risk = 0.025  time = 4287   
 60/200   risk = 0.024  time = 4587   
 65/200   risk = 0.024  time = 4883   
 70/200   risk = 0.024  time = 5191   
 75/200   risk = 0.024  time = 5495   
 80/200   risk = 0.024  time = 5799   
 85/200   risk = 0.023  time = 6104   
 90/200   risk = 0.023  time = 6408   
 95/200   risk = 0.023  time = 6768   
100/200   risk = 0.023  time = 7084   
105/200   risk = 0.023  time = 7393   
110/200   risk = 0.023  time = 7703   
115/200   risk = 0.023  time = 8015   
120/200   risk = 0.023  time = 8340   
125/200   risk = 0.023  time = 8648   
130/200   risk = 0.023  time = 8979   
135/200   risk = 0.023  time = 9285   
140/200   risk = 0.023  time = 9596   
145/200   risk = 0.023  time = 9924   
150/200   risk = 0.023  time = 10235   
155/200   risk = 0.023  time = 10542   
160/200   risk = 0.023  time = 10853   
165/200   risk = 0.023  time = 11162   
170/200   risk = 0.023  time = 11472   
175/200   risk = 0.023  time = 11787   
180/200   risk = 0.023  time = 12097   
185/200   risk = 0.023  time = 12410   
190/200   risk = 0.023  time = 12722   
195/200   risk = 0.023  time = 13039   
200/200   risk = 0.023  time = 13372   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=12933]
### [bt]: Calculation finished!
