### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7938]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7938 (seed = 39353) ...
  1/200   risk = 0.17  time = 0   
  5/200   risk = 0.12  time = 3525   
 10/200   risk = 0.087  time = 8535   
 15/200   risk = 0.064  time = 13699   
 20/200   risk = 0.049  time = 18914   
 25/200   risk = 0.04  time = 22589   
 30/200   risk = 0.034  time = 27135   
 35/200   risk = 0.03  time = 32594   
 40/200   risk = 0.027  time = 36006   
 45/200   risk = 0.025  time = 39406   
 50/200   risk = 0.024  time = 42812   
 55/200   risk = 0.023  time = 46139   
 60/200   risk = 0.022  time = 49498   
 65/200   risk = 0.022  time = 52808   
 70/200   risk = 0.022  time = 56224   
 75/200   risk = 0.021  time = 59556   
 80/200   risk = 0.021  time = 62968   
 85/200   risk = 0.021  time = 66183   
 90/200   risk = 0.021  time = 69383   
 95/200   risk = 0.021  time = 72577   
100/200   risk = 0.021  time = 75777   
105/200   risk = 0.021  time = 78970   
110/200   risk = 0.021  time = 82172   
115/200   risk = 0.021  time = 85372   
120/200   risk = 0.021  time = 88542   
125/200   risk = 0.021  time = 91641   
130/200   risk = 0.021  time = 94760   
135/200   risk = 0.021  time = 97839   
140/200   risk = 0.021  time = 100926   
145/200   risk = 0.021  time = 104010   
150/200   risk = 0.021  time = 107087   
155/200   risk = 0.021  time = 110176   
160/200   risk = 0.021  time = 113264   
165/200   risk = 0.021  time = 116344   
170/200   risk = 0.021  time = 119511   
175/200   risk = 0.021  time = 122715   
180/200   risk = 0.021  time = 125803   
185/200   risk = 0.021  time = 130475   
190/200   risk = 0.02  time = 135484   
195/200   risk = 0.02  time = 140781   
200/200   risk = 0.02  time = 145060   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=7938]
### [bt]: Calculation finished!
