### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=9817]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 9817 (seed = 41232) ...
  1/200   risk = 0.11  time = 0   
  5/200   risk = 0.083  time = 1398   
 10/200   risk = 0.061  time = 3032   
 15/200   risk = 0.047  time = 4628   
 20/200   risk = 0.038  time = 6160   
 25/200   risk = 0.032  time = 7656   
 30/200   risk = 0.028  time = 9174   
 35/200   risk = 0.026  time = 10701   
 40/200   risk = 0.024  time = 12236   
 45/200   risk = 0.023  time = 13825   
 50/200   risk = 0.022  time = 15418   
 55/200   risk = 0.021  time = 17011   
 60/200   risk = 0.021  time = 18598   
 65/200   risk = 0.021  time = 20193   
 70/200   risk = 0.021  time = 21844   
 75/200   risk = 0.02  time = 23549   
 80/200   risk = 0.02  time = 25203   
 85/200   risk = 0.02  time = 26806   
 90/200   risk = 0.02  time = 28408   
 95/200   risk = 0.02  time = 30028   
100/200   risk = 0.02  time = 31909   
105/200   risk = 0.02  time = 33519   
110/200   risk = 0.02  time = 35136   
115/200   risk = 0.02  time = 36737   
120/200   risk = 0.02  time = 38408   
125/200   risk = 0.02  time = 40062   
130/200   risk = 0.02  time = 41703   
135/200   risk = 0.02  time = 43298   
140/200   risk = 0.02  time = 44902   
145/200   risk = 0.02  time = 46498   
150/200   risk = 0.02  time = 48130   
155/200   risk = 0.02  time = 49732   
160/200   risk = 0.02  time = 51334   
165/200   risk = 0.02  time = 52937   
170/200   risk = 0.02  time = 54613   
175/200   risk = 0.02  time = 56213   
180/200   risk = 0.02  time = 57813   
185/200   risk = 0.02  time = 59415   
190/200   risk = 0.02  time = 61020   
195/200   risk = 0.02  time = 62688   
200/200   risk = 0.02  time = 64299   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=9817]
### [bt]: Calculation finished!
