### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=1209]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 1209 (seed = 32624) ...
  1/200   risk = 0.3  time = 0   
  5/200   risk = 0.24  time = 197   
 10/200   risk = 0.19  time = 384   
 15/200   risk = 0.16  time = 565   
 20/200   risk = 0.13  time = 775   
 25/200   risk = 0.11  time = 948   
 30/200   risk = 0.1  time = 1122   
 35/200   risk = 0.093  time = 1295   
 40/200   risk = 0.086  time = 1472   
 45/200   risk = 0.08  time = 1672   
 50/200   risk = 0.076  time = 1859   
 55/200   risk = 0.073  time = 2052   
 60/200   risk = 0.07  time = 2243   
 65/200   risk = 0.068  time = 2432   
 70/200   risk = 0.066  time = 2616   
 75/200   risk = 0.064  time = 2801   
 80/200   risk = 0.062  time = 2986   
 85/200   risk = 0.061  time = 3179   
 90/200   risk = 0.06  time = 3366   
 95/200   risk = 0.059  time = 3560   
100/200   risk = 0.058  time = 3756   
105/200   risk = 0.057  time = 3947   
110/200   risk = 0.057  time = 4157   
115/200   risk = 0.056  time = 4365   
120/200   risk = 0.055  time = 4563   
125/200   risk = 0.055  time = 4772   
130/200   risk = 0.054  time = 4981   
135/200   risk = 0.054  time = 5182   
140/200   risk = 0.053  time = 5382   
145/200   risk = 0.053  time = 5583   
150/200   risk = 0.052  time = 5784   
155/200   risk = 0.052  time = 5986   
160/200   risk = 0.052  time = 6190   
165/200   risk = 0.051  time = 6394   
170/200   risk = 0.051  time = 6605   
175/200   risk = 0.051  time = 6822   
180/200   risk = 0.05  time = 7026   
185/200   risk = 0.05  time = 7228   
190/200   risk = 0.05  time = 7441   
195/200   risk = 0.049  time = 7662   
200/200   risk = 0.049  time = 7869   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.049


### [bt]: Job terminated successfully [batchtools job.id=1209]
### [bt]: Calculation finished!
