### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10868]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10868 (seed = 42283) ...
  1/200   risk = 0.12  time = 0   
  5/200   risk = 0.089  time = 126   
 10/200   risk = 0.064  time = 193   
 15/200   risk = 0.049  time = 255   
 20/200   risk = 0.039  time = 317   
 25/200   risk = 0.034  time = 377   
 30/200   risk = 0.03  time = 438   
 35/200   risk = 0.027  time = 499   
 40/200   risk = 0.026  time = 572   
 45/200   risk = 0.025  time = 636   
 50/200   risk = 0.024  time = 703   
 55/200   risk = 0.023  time = 768   
 60/200   risk = 0.023  time = 837   
 65/200   risk = 0.023  time = 911   
 70/200   risk = 0.023  time = 979   
 75/200   risk = 0.022  time = 1057   
 80/200   risk = 0.022  time = 1127   
 85/200   risk = 0.022  time = 1197   
 90/200   risk = 0.022  time = 1269   
 95/200   risk = 0.022  time = 1342   
100/200   risk = 0.022  time = 1426   
105/200   risk = 0.022  time = 1500   
110/200   risk = 0.022  time = 1574   
115/200   risk = 0.022  time = 1655   
120/200   risk = 0.022  time = 1731   
125/200   risk = 0.021  time = 1815   
130/200   risk = 0.021  time = 1901   
135/200   risk = 0.021  time = 1994   
140/200   risk = 0.021  time = 2089   
145/200   risk = 0.021  time = 2168   
150/200   risk = 0.021  time = 2247   
155/200   risk = 0.021  time = 2367   
160/200   risk = 0.021  time = 2471   
165/200   risk = 0.021  time = 2550   
170/200   risk = 0.021  time = 2630   
175/200   risk = 0.021  time = 2714   
180/200   risk = 0.021  time = 2796   
185/200   risk = 0.021  time = 2883   
190/200   risk = 0.021  time = 2967   
195/200   risk = 0.021  time = 3052   
200/200   risk = 0.021  time = 3146   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=10868]
### [bt]: Calculation finished!
