### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4417]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4417 (seed = 35832) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 341   
 10/200   risk = 0.086  time = 909   
 15/200   risk = 0.065  time = 1175   
 20/200   risk = 0.051  time = 1397   
 25/200   risk = 0.042  time = 1579   
 30/200   risk = 0.036  time = 1756   
 35/200   risk = 0.032  time = 1935   
 40/200   risk = 0.029  time = 2120   
 45/200   risk = 0.027  time = 2303   
 50/200   risk = 0.026  time = 2489   
 55/200   risk = 0.025  time = 2679   
 60/200   risk = 0.024  time = 2875   
 65/200   risk = 0.023  time = 3080   
 70/200   risk = 0.023  time = 3267   
 75/200   risk = 0.023  time = 3452   
 80/200   risk = 0.022  time = 3643   
 85/200   risk = 0.022  time = 3828   
 90/200   risk = 0.022  time = 4016   
 95/200   risk = 0.022  time = 4204   
100/200   risk = 0.022  time = 4392   
105/200   risk = 0.022  time = 4580   
110/200   risk = 0.021  time = 4772   
115/200   risk = 0.021  time = 4964   
120/200   risk = 0.021  time = 5157   
125/200   risk = 0.021  time = 5349   
130/200   risk = 0.021  time = 5544   
135/200   risk = 0.021  time = 5738   
140/200   risk = 0.021  time = 5935   
145/200   risk = 0.021  time = 6148   
150/200   risk = 0.021  time = 6369   
155/200   risk = 0.021  time = 6572   
160/200   risk = 0.021  time = 6858   
165/200   risk = 0.021  time = 7076   
170/200   risk = 0.021  time = 7285   
175/200   risk = 0.02  time = 7503   
180/200   risk = 0.02  time = 7719   
185/200   risk = 0.02  time = 7920   
190/200   risk = 0.02  time = 8124   
195/200   risk = 0.02  time = 8333   
200/200   risk = 0.02  time = 8662   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=4417]
### [bt]: Calculation finished!
