### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8306]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8306 (seed = 39721) ...
  1/200   risk = 0.29  time = 0   
  5/200   risk = 0.2  time = 2664   
 10/200   risk = 0.13  time = 5907   
 15/200   risk = 0.093  time = 9120   
 20/200   risk = 0.067  time = 12352   
 25/200   risk = 0.051  time = 15655   
 30/200   risk = 0.041  time = 18838   
 35/200   risk = 0.034  time = 24184   
 40/200   risk = 0.03  time = 29733   
 45/200   risk = 0.028  time = 35385   
 50/200   risk = 0.026  time = 39775   
 55/200   risk = 0.025  time = 43300   
 60/200   risk = 0.024  time = 46697   
 65/200   risk = 0.024  time = 50170   
 70/200   risk = 0.023  time = 53503   
 75/200   risk = 0.023  time = 56982   
 80/200   risk = 0.023  time = 60304   
 85/200   risk = 0.022  time = 63655   
 90/200   risk = 0.022  time = 66957   
 95/200   risk = 0.022  time = 70348   
100/200   risk = 0.022  time = 73753   
105/200   risk = 0.022  time = 77418   
110/200   risk = 0.022  time = 80949   
115/200   risk = 0.022  time = 84564   
120/200   risk = 0.022  time = 89891   
125/200   risk = 0.022  time = 95965   
130/200   risk = 0.022  time = 101979   
135/200   risk = 0.022  time = 108463   
140/200   risk = 0.022  time = 114721   
145/200   risk = 0.021  time = 120980   
150/200   risk = 0.021  time = 127642   
155/200   risk = 0.021  time = 133871   
160/200   risk = 0.021  time = 140547   
165/200   risk = 0.021  time = 146880   
170/200   risk = 0.021  time = 153489   
175/200   risk = 0.021  time = 159602   
180/200   risk = 0.021  time = 165717   
185/200   risk = 0.021  time = 171810   
190/200   risk = 0.021  time = 178197   
195/200   risk = 0.021  time = 184740   
200/200   risk = 0.021  time = 191141   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=8306]
### [bt]: Calculation finished!
