### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10891]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10891 (seed = 42306) ...
  1/200   risk = 0.12  time = 0   
  5/200   risk = 0.088  time = 125   
 10/200   risk = 0.063  time = 204   
 15/200   risk = 0.048  time = 266   
 20/200   risk = 0.038  time = 328   
 25/200   risk = 0.032  time = 387   
 30/200   risk = 0.028  time = 459   
 35/200   risk = 0.026  time = 518   
 40/200   risk = 0.024  time = 584   
 45/200   risk = 0.023  time = 647   
 50/200   risk = 0.022  time = 711   
 55/200   risk = 0.022  time = 776   
 60/200   risk = 0.022  time = 849   
 65/200   risk = 0.021  time = 923   
 70/200   risk = 0.021  time = 997   
 75/200   risk = 0.021  time = 1064   
 80/200   risk = 0.021  time = 1134   
 85/200   risk = 0.021  time = 1201   
 90/200   risk = 0.02  time = 1273   
 95/200   risk = 0.02  time = 1342   
100/200   risk = 0.02  time = 1415   
105/200   risk = 0.02  time = 1485   
110/200   risk = 0.02  time = 1559   
115/200   risk = 0.02  time = 1631   
120/200   risk = 0.02  time = 1707   
125/200   risk = 0.02  time = 1780   
130/200   risk = 0.02  time = 1861   
135/200   risk = 0.02  time = 1945   
140/200   risk = 0.02  time = 2021   
145/200   risk = 0.02  time = 2100   
150/200   risk = 0.02  time = 2177   
155/200   risk = 0.02  time = 2258   
160/200   risk = 0.02  time = 2339   
165/200   risk = 0.02  time = 2419   
170/200   risk = 0.02  time = 2499   
175/200   risk = 0.019  time = 2582   
180/200   risk = 0.019  time = 2664   
185/200   risk = 0.019  time = 2751   
190/200   risk = 0.019  time = 2835   
195/200   risk = 0.019  time = 2923   
200/200   risk = 0.019  time = 3008   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.019


### [bt]: Job terminated successfully [batchtools job.id=10891]
### [bt]: Calculation finished!
