### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4454]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4454 (seed = 35869) ...
  1/200   risk = 0.15  time = 0   
  5/200   risk = 0.12  time = 169   
 10/200   risk = 0.085  time = 271   
 15/200   risk = 0.065  time = 355   
 20/200   risk = 0.052  time = 438   
 25/200   risk = 0.044  time = 510   
 30/200   risk = 0.038  time = 589   
 35/200   risk = 0.034  time = 675   
 40/200   risk = 0.031  time = 764   
 45/200   risk = 0.029  time = 862   
 50/200   risk = 0.028  time = 1034   
 55/200   risk = 0.027  time = 1139   
 60/200   risk = 0.026  time = 1239   
 65/200   risk = 0.026  time = 1525   
 70/200   risk = 0.025  time = 1635   
 75/200   risk = 0.025  time = 1733   
 80/200   risk = 0.024  time = 1835   
 85/200   risk = 0.024  time = 1934   
 90/200   risk = 0.024  time = 2040   
 95/200   risk = 0.024  time = 2143   
100/200   risk = 0.024  time = 2254   
105/200   risk = 0.023  time = 2378   
110/200   risk = 0.023  time = 2494   
115/200   risk = 0.023  time = 2604   
120/200   risk = 0.023  time = 2728   
125/200   risk = 0.023  time = 2837   
130/200   risk = 0.023  time = 2949   
135/200   risk = 0.023  time = 3055   
140/200   risk = 0.023  time = 3169   
145/200   risk = 0.023  time = 3286   
150/200   risk = 0.023  time = 3402   
155/200   risk = 0.023  time = 3504   
160/200   risk = 0.023  time = 3610   
165/200   risk = 0.023  time = 3718   
170/200   risk = 0.022  time = 3839   
175/200   risk = 0.022  time = 3970   
180/200   risk = 0.022  time = 4093   
185/200   risk = 0.022  time = 4212   
190/200   risk = 0.022  time = 4333   
195/200   risk = 0.022  time = 4456   
200/200   risk = 0.022  time = 4580   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.022


### [bt]: Job terminated successfully [batchtools job.id=4454]
### [bt]: Calculation finished!
