### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8632]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8632 (seed = 40047) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 3650   
 10/200   risk = 0.082  time = 6898   
 15/200   risk = 0.06  time = 9847   
 20/200   risk = 0.047  time = 13039   
 25/200   risk = 0.038  time = 17426   
 30/200   risk = 0.033  time = 21697   
 35/200   risk = 0.029  time = 24813   
 40/200   risk = 0.027  time = 27972   
 45/200   risk = 0.026  time = 30833   
 50/200   risk = 0.025  time = 34221   
 55/200   risk = 0.024  time = 39194   
 60/200   risk = 0.024  time = 42452   
 65/200   risk = 0.023  time = 45863   
 70/200   risk = 0.023  time = 48864   
 75/200   risk = 0.023  time = 54343   
 80/200   risk = 0.023  time = 57445   
 85/200   risk = 0.023  time = 60513   
 90/200   risk = 0.022  time = 63516   
 95/200   risk = 0.022  time = 66735   
100/200   risk = 0.022  time = 70996   
105/200   risk = 0.022  time = 74460   
110/200   risk = 0.022  time = 77761   
115/200   risk = 0.022  time = 80912   
120/200   risk = 0.022  time = 85273   
125/200   risk = 0.022  time = 89362   
130/200   risk = 0.022  time = 92353   
135/200   risk = 0.022  time = 95444   
140/200   risk = 0.022  time = 98379   
145/200   risk = 0.022  time = 101705   
150/200   risk = 0.021  time = 104805   
155/200   risk = 0.021  time = 107943   
160/200   risk = 0.021  time = 111145   
165/200   risk = 0.021  time = 114235   
170/200   risk = 0.021  time = 118434   
175/200   risk = 0.021  time = 121514   
180/200   risk = 0.021  time = 124688   
185/200   risk = 0.021  time = 127821   
190/200   risk = 0.021  time = 130898   
195/200   risk = 0.021  time = 134982   
200/200   risk = 0.021  time = 137949   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=8632]
### [bt]: Calculation finished!
