### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=9458]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 9458 (seed = 40873) ...
  1/200   risk = 0.12  time = 0   
  5/200   risk = 0.092  time = 507   
 10/200   risk = 0.067  time = 1021   
 15/200   risk = 0.051  time = 1496   
 20/200   risk = 0.041  time = 1962   
 25/200   risk = 0.035  time = 2427   
 30/200   risk = 0.031  time = 2881   
 35/200   risk = 0.028  time = 3352   
 40/200   risk = 0.026  time = 3809   
 45/200   risk = 0.025  time = 4294   
 50/200   risk = 0.024  time = 4772   
 55/200   risk = 0.024  time = 5235   
 60/200   risk = 0.023  time = 5703   
 65/200   risk = 0.023  time = 6166   
 70/200   risk = 0.023  time = 6644   
 75/200   risk = 0.023  time = 7121   
 80/200   risk = 0.022  time = 7583   
 85/200   risk = 0.022  time = 8054   
 90/200   risk = 0.022  time = 8553   
 95/200   risk = 0.022  time = 9019   
100/200   risk = 0.022  time = 9505   
105/200   risk = 0.022  time = 10004   
110/200   risk = 0.022  time = 10487   
115/200   risk = 0.022  time = 10999   
120/200   risk = 0.021  time = 11525   
125/200   risk = 0.021  time = 12018   
130/200   risk = 0.021  time = 12533   
135/200   risk = 0.021  time = 13029   
140/200   risk = 0.021  time = 13505   
145/200   risk = 0.021  time = 13962   
150/200   risk = 0.021  time = 14442   
155/200   risk = 0.021  time = 14947   
160/200   risk = 0.021  time = 15460   
165/200   risk = 0.021  time = 15792   
170/200   risk = 0.021  time = 16114   
175/200   risk = 0.021  time = 16454   
180/200   risk = 0.021  time = 16785   
185/200   risk = 0.021  time = 17151   
190/200   risk = 0.021  time = 17555   
195/200   risk = 0.021  time = 17916   
200/200   risk = 0.02  time = 18280   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=9458]
### [bt]: Calculation finished!
