### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6067]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6067 (seed = 37482) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.17  time = 178   
 10/200   risk = 0.12  time = 297   
 15/200   risk = 0.085  time = 413   
 20/200   risk = 0.065  time = 526   
 25/200   risk = 0.052  time = 635   
 30/200   risk = 0.044  time = 744   
 35/200   risk = 0.039  time = 855   
 40/200   risk = 0.036  time = 976   
 45/200   risk = 0.033  time = 1089   
 50/200   risk = 0.032  time = 1201   
 55/200   risk = 0.031  time = 1315   
 60/200   risk = 0.03  time = 1434   
 65/200   risk = 0.03  time = 1575   
 70/200   risk = 0.029  time = 1697   
 75/200   risk = 0.029  time = 1826   
 80/200   risk = 0.028  time = 1948   
 85/200   risk = 0.028  time = 2070   
 90/200   risk = 0.028  time = 2193   
 95/200   risk = 0.028  time = 2332   
100/200   risk = 0.028  time = 2466   
105/200   risk = 0.027  time = 2601   
110/200   risk = 0.027  time = 2734   
115/200   risk = 0.027  time = 2867   
120/200   risk = 0.027  time = 3003   
125/200   risk = 0.027  time = 3162   
130/200   risk = 0.027  time = 3382   
135/200   risk = 0.027  time = 3576   
140/200   risk = 0.027  time = 3718   
145/200   risk = 0.026  time = 3867   
150/200   risk = 0.026  time = 4018   
155/200   risk = 0.026  time = 4168   
160/200   risk = 0.026  time = 4333   
165/200   risk = 0.026  time = 4495   
170/200   risk = 0.026  time = 4643   
175/200   risk = 0.026  time = 4799   
180/200   risk = 0.026  time = 4958   
185/200   risk = 0.026  time = 5120   
190/200   risk = 0.026  time = 5295   
195/200   risk = 0.026  time = 5453   
200/200   risk = 0.025  time = 5611   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.025


### [bt]: Job terminated successfully [batchtools job.id=6067]
### [bt]: Calculation finished!
