### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5157]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5157 (seed = 36572) ...
  1/200   risk = 0.11  time = 0   
  5/200   risk = 0.085  time = 31847   
 10/200   risk = 0.063  time = 32829   
 15/200   risk = 0.049  time = 36757   
 20/200   risk = 0.04  time = 37806   
 25/200   risk = 0.035  time = 38948   
 30/200   risk = 0.031  time = 57022   
 35/200   risk = 0.028  time = 59273   
 40/200   risk = 0.026  time = 63794   
 45/200   risk = 0.025  time = 68574   
 50/200   risk = 0.024  time = 72679   
 55/200   risk = 0.024  time = 74588   
 60/200   risk = 0.023  time = 77306   
 65/200   risk = 0.023  time = 85901   
 70/200   risk = 0.022  time = 87632   
 75/200   risk = 0.022  time = 89409   
 80/200   risk = 0.022  time = 96036   
 85/200   risk = 0.022  time = 97105   
 90/200   risk = 0.022  time = 98201   
 95/200   risk = 0.022  time = 100940   
100/200   risk = 0.021  time = 107208   
105/200   risk = 0.021  time = 109345   
110/200   risk = 0.021  time = 120133   
115/200   risk = 0.021  time = 122004   
120/200   risk = 0.021  time = 123586   
125/200   risk = 0.021  time = 126160   
130/200   risk = 0.021  time = 128502   
135/200   risk = 0.021  time = 135610   
140/200   risk = 0.021  time = 143916   
145/200   risk = 0.021  time = 146195   
150/200   risk = 0.021  time = 148711   
155/200   risk = 0.021  time = 159586   
160/200   risk = 0.021  time = 169537   
165/200   risk = 0.021  time = 171332   
170/200   risk = 0.021  time = 174320   
175/200   risk = 0.021  time = 178522   
180/200   risk = 0.021  time = 191821   
185/200   risk = 0.021  time = 200094   
190/200   risk = 0.021  time = 202061   
195/200   risk = 0.021  time = 207258   
200/200   risk = 0.021  time = 215499   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=5157]
### [bt]: Calculation finished!
