### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=9432]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 9432 (seed = 40847) ...
  1/200   risk = 0.12  time = 0   
  5/200   risk = 0.088  time = 2711   
 10/200   risk = 0.064  time = 5835   
 15/200   risk = 0.049  time = 8931   
 20/200   risk = 0.04  time = 12167   
 25/200   risk = 0.034  time = 15385   
 30/200   risk = 0.03  time = 18549   
 35/200   risk = 0.028  time = 21707   
 40/200   risk = 0.026  time = 24876   
 45/200   risk = 0.025  time = 28142   
 50/200   risk = 0.024  time = 31393   
 55/200   risk = 0.024  time = 34671   
 60/200   risk = 0.023  time = 37934   
 65/200   risk = 0.023  time = 41165   
 70/200   risk = 0.023  time = 44313   
 75/200   risk = 0.023  time = 47523   
 80/200   risk = 0.022  time = 50838   
 85/200   risk = 0.022  time = 54120   
 90/200   risk = 0.022  time = 57291   
 95/200   risk = 0.022  time = 60482   
100/200   risk = 0.022  time = 63846   
105/200   risk = 0.022  time = 66948   
110/200   risk = 0.022  time = 70093   
115/200   risk = 0.021  time = 73216   
120/200   risk = 0.021  time = 76368   
125/200   risk = 0.021  time = 79506   
130/200   risk = 0.021  time = 82482   
135/200   risk = 0.021  time = 85561   
140/200   risk = 0.021  time = 88560   
145/200   risk = 0.021  time = 91592   
150/200   risk = 0.021  time = 94887   
155/200   risk = 0.021  time = 97955   
160/200   risk = 0.021  time = 101210   
165/200   risk = 0.021  time = 104649   
170/200   risk = 0.021  time = 107875   
175/200   risk = 0.021  time = 111033   
180/200   risk = 0.021  time = 114323   
185/200   risk = 0.02  time = 117602   
190/200   risk = 0.02  time = 120878   
195/200   risk = 0.02  time = 124177   
200/200   risk = 0.02  time = 127546   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=9432]
### [bt]: Calculation finished!
