### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4225]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4225 (seed = 35640) ...
  1/200   risk = 0.2  time = 0   
  5/200   risk = 0.15  time = 2263   
 10/200   risk = 0.11  time = 5018   
 15/200   risk = 0.081  time = 7820   
 20/200   risk = 0.064  time = 10686   
 25/200   risk = 0.053  time = 13499   
 30/200   risk = 0.045  time = 16231   
 35/200   risk = 0.04  time = 18964   
 40/200   risk = 0.036  time = 21866   
 45/200   risk = 0.033  time = 24765   
 50/200   risk = 0.032  time = 27678   
 55/200   risk = 0.03  time = 30500   
 60/200   risk = 0.029  time = 33396   
 65/200   risk = 0.028  time = 36479   
 70/200   risk = 0.027  time = 39543   
 75/200   risk = 0.027  time = 42574   
 80/200   risk = 0.026  time = 45604   
 85/200   risk = 0.026  time = 48533   
 90/200   risk = 0.026  time = 51541   
 95/200   risk = 0.025  time = 54539   
100/200   risk = 0.025  time = 57476   
105/200   risk = 0.025  time = 60406   
110/200   risk = 0.025  time = 63363   
115/200   risk = 0.024  time = 66466   
120/200   risk = 0.024  time = 69574   
125/200   risk = 0.024  time = 72670   
130/200   risk = 0.024  time = 75749   
135/200   risk = 0.024  time = 78785   
140/200   risk = 0.024  time = 81751   
145/200   risk = 0.024  time = 84710   
150/200   risk = 0.023  time = 87793   
155/200   risk = 0.023  time = 90904   
160/200   risk = 0.023  time = 94003   
165/200   risk = 0.023  time = 96998   
170/200   risk = 0.023  time = 99947   
175/200   risk = 0.023  time = 102927   
180/200   risk = 0.023  time = 106147   
185/200   risk = 0.023  time = 109206   
190/200   risk = 0.023  time = 112198   
195/200   risk = 0.023  time = 115235   
200/200   risk = 0.023  time = 118248   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=4225]
### [bt]: Calculation finished!
