### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=3269]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 3269 (seed = 34684) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.23  time = 121   
 10/200   risk = 0.2  time = 198   
 15/200   risk = 0.18  time = 270   
 20/200   risk = 0.17  time = 340   
 25/200   risk = 0.17  time = 409   
 30/200   risk = 0.16  time = 474   
 35/200   risk = 0.16  time = 544   
 40/200   risk = 0.16  time = 617   
 45/200   risk = 0.16  time = 693   
 50/200   risk = 0.16  time = 772   
 55/200   risk = 0.16  time = 846   
 60/200   risk = 0.16  time = 923   
 65/200   risk = 0.16  time = 1001   
 70/200   risk = 0.16  time = 1076   
 75/200   risk = 0.16  time = 1149   
 80/200   risk = 0.16  time = 1223   
 85/200   risk = 0.16  time = 1298   
 90/200   risk = 0.16  time = 1373   
 95/200   risk = 0.16  time = 1450   
100/200   risk = 0.16  time = 1528   
105/200   risk = 0.16  time = 1607   
110/200   risk = 0.16  time = 1687   
115/200   risk = 0.16  time = 1766   
120/200   risk = 0.16  time = 1847   
125/200   risk = 0.16  time = 1928   
130/200   risk = 0.16  time = 2017   
135/200   risk = 0.16  time = 2105   
140/200   risk = 0.16  time = 2191   
145/200   risk = 0.16  time = 2278   
150/200   risk = 0.16  time = 2376   
155/200   risk = 0.16  time = 2462   
160/200   risk = 0.16  time = 2550   
165/200   risk = 0.16  time = 2643   
170/200   risk = 0.16  time = 2746   
175/200   risk = 0.16  time = 2840   
180/200   risk = 0.16  time = 2932   
185/200   risk = 0.16  time = 3027   
190/200   risk = 0.16  time = 3156   
195/200   risk = 0.16  time = 3252   
200/200   risk = 0.16  time = 3349   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.16


### [bt]: Job terminated successfully [batchtools job.id=3269]
### [bt]: Calculation finished!
