### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4592]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4592 (seed = 36007) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 177   
 10/200   risk = 0.088  time = 283   
 15/200   risk = 0.067  time = 381   
 20/200   risk = 0.054  time = 485   
 25/200   risk = 0.045  time = 586   
 30/200   risk = 0.039  time = 690   
 35/200   risk = 0.035  time = 792   
 40/200   risk = 0.032  time = 895   
 45/200   risk = 0.03  time = 998   
 50/200   risk = 0.028  time = 1104   
 55/200   risk = 0.027  time = 1236   
 60/200   risk = 0.027  time = 1342   
 65/200   risk = 0.026  time = 1466   
 70/200   risk = 0.026  time = 1612   
 75/200   risk = 0.025  time = 1735   
 80/200   risk = 0.025  time = 1857   
 85/200   risk = 0.025  time = 1992   
 90/200   risk = 0.025  time = 2114   
 95/200   risk = 0.025  time = 2226   
100/200   risk = 0.024  time = 2335   
105/200   risk = 0.024  time = 2446   
110/200   risk = 0.024  time = 2555   
115/200   risk = 0.024  time = 2672   
120/200   risk = 0.024  time = 2792   
125/200   risk = 0.024  time = 2909   
130/200   risk = 0.024  time = 3030   
135/200   risk = 0.024  time = 3149   
140/200   risk = 0.024  time = 3280   
145/200   risk = 0.024  time = 3441   
150/200   risk = 0.024  time = 3567   
155/200   risk = 0.023  time = 3689   
160/200   risk = 0.023  time = 3814   
165/200   risk = 0.023  time = 3938   
170/200   risk = 0.023  time = 4062   
175/200   risk = 0.023  time = 4187   
180/200   risk = 0.023  time = 4314   
185/200   risk = 0.023  time = 4442   
190/200   risk = 0.023  time = 4586   
195/200   risk = 0.023  time = 4718   
200/200   risk = 0.023  time = 4851   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=4592]
### [bt]: Calculation finished!
