### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6136]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6136 (seed = 37551) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.17  time = 366   
 10/200   risk = 0.12  time = 696   
 15/200   risk = 0.083  time = 1016   
 20/200   risk = 0.062  time = 1339   
 25/200   risk = 0.049  time = 1661   
 30/200   risk = 0.041  time = 1983   
 35/200   risk = 0.036  time = 2310   
 40/200   risk = 0.032  time = 2639   
 45/200   risk = 0.03  time = 2957   
 50/200   risk = 0.028  time = 3273   
 55/200   risk = 0.027  time = 3590   
 60/200   risk = 0.026  time = 3910   
 65/200   risk = 0.026  time = 4237   
 70/200   risk = 0.025  time = 4562   
 75/200   risk = 0.025  time = 4884   
 80/200   risk = 0.025  time = 5207   
 85/200   risk = 0.025  time = 5531   
 90/200   risk = 0.024  time = 5853   
 95/200   risk = 0.024  time = 6195   
100/200   risk = 0.024  time = 6523   
105/200   risk = 0.024  time = 6851   
110/200   risk = 0.024  time = 7179   
115/200   risk = 0.024  time = 7511   
120/200   risk = 0.023  time = 7840   
125/200   risk = 0.023  time = 8178   
130/200   risk = 0.023  time = 8500   
135/200   risk = 0.023  time = 8822   
140/200   risk = 0.023  time = 9144   
145/200   risk = 0.023  time = 9480   
150/200   risk = 0.023  time = 9806   
155/200   risk = 0.023  time = 10133   
160/200   risk = 0.023  time = 10461   
165/200   risk = 0.022  time = 10790   
170/200   risk = 0.022  time = 11118   
175/200   risk = 0.022  time = 11447   
180/200   risk = 0.022  time = 11775   
185/200   risk = 0.022  time = 12116   
190/200   risk = 0.022  time = 12441   
195/200   risk = 0.022  time = 12810   
200/200   risk = 0.022  time = 13148   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.022


### [bt]: Job terminated successfully [batchtools job.id=6136]
### [bt]: Calculation finished!
