### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12115]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12115 (seed = 43530) ...
  1/200   risk = 0.22  time = 0   
  5/200   risk = 0.16  time = 470   
 10/200   risk = 0.11  time = 1013   
 15/200   risk = 0.074  time = 1318   
 20/200   risk = 0.054  time = 1669   
 25/200   risk = 0.042  time = 2036   
 30/200   risk = 0.034  time = 2338   
 35/200   risk = 0.029  time = 2652   
 40/200   risk = 0.026  time = 2951   
 45/200   risk = 0.024  time = 3241   
 50/200   risk = 0.023  time = 3534   
 55/200   risk = 0.022  time = 3829   
 60/200   risk = 0.022  time = 4126   
 65/200   risk = 0.021  time = 4451   
 70/200   risk = 0.021  time = 4757   
 75/200   risk = 0.021  time = 5066   
 80/200   risk = 0.021  time = 5370   
 85/200   risk = 0.021  time = 5678   
 90/200   risk = 0.021  time = 5985   
 95/200   risk = 0.02  time = 6292   
100/200   risk = 0.02  time = 6600   
105/200   risk = 0.02  time = 6908   
110/200   risk = 0.02  time = 7224   
115/200   risk = 0.02  time = 7545   
120/200   risk = 0.02  time = 7859   
125/200   risk = 0.02  time = 8163   
130/200   risk = 0.02  time = 8476   
135/200   risk = 0.02  time = 8779   
140/200   risk = 0.02  time = 9082   
145/200   risk = 0.02  time = 9391   
150/200   risk = 0.02  time = 9706   
155/200   risk = 0.02  time = 10015   
160/200   risk = 0.02  time = 10325   
165/200   risk = 0.02  time = 10653   
170/200   risk = 0.02  time = 10977   
175/200   risk = 0.02  time = 11301   
180/200   risk = 0.02  time = 11622   
185/200   risk = 0.02  time = 11966   
190/200   risk = 0.02  time = 12291   
195/200   risk = 0.02  time = 12615   
200/200   risk = 0.02  time = 12948   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=12115]
### [bt]: Calculation finished!
