### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8436]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8436 (seed = 39851) ...
  1/200   risk = 0.15  time = 0   
  5/200   risk = 0.11  time = 206   
 10/200   risk = 0.078  time = 393   
 15/200   risk = 0.058  time = 573   
 20/200   risk = 0.044  time = 753   
 25/200   risk = 0.036  time = 932   
 30/200   risk = 0.031  time = 1113   
 35/200   risk = 0.028  time = 1296   
 40/200   risk = 0.026  time = 1478   
 45/200   risk = 0.025  time = 1663   
 50/200   risk = 0.024  time = 1848   
 55/200   risk = 0.023  time = 2032   
 60/200   risk = 0.023  time = 2218   
 65/200   risk = 0.022  time = 2424   
 70/200   risk = 0.022  time = 2635   
 75/200   risk = 0.022  time = 2843   
 80/200   risk = 0.022  time = 3037   
 85/200   risk = 0.022  time = 3231   
 90/200   risk = 0.022  time = 3424   
 95/200   risk = 0.022  time = 3619   
100/200   risk = 0.021  time = 3831   
105/200   risk = 0.021  time = 4034   
110/200   risk = 0.021  time = 4238   
115/200   risk = 0.021  time = 4441   
120/200   risk = 0.021  time = 4646   
125/200   risk = 0.021  time = 4852   
130/200   risk = 0.021  time = 5061   
135/200   risk = 0.021  time = 5271   
140/200   risk = 0.021  time = 5483   
145/200   risk = 0.021  time = 5717   
150/200   risk = 0.021  time = 5990   
155/200   risk = 0.021  time = 6248   
160/200   risk = 0.021  time = 6471   
165/200   risk = 0.021  time = 6686   
170/200   risk = 0.021  time = 6900   
175/200   risk = 0.021  time = 7116   
180/200   risk = 0.021  time = 7333   
185/200   risk = 0.021  time = 7554   
190/200   risk = 0.021  time = 7789   
195/200   risk = 0.021  time = 8017   
200/200   risk = 0.021  time = 8250   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=8436]
### [bt]: Calculation finished!
