### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=13439]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 13439 (seed = 44854) ...
  1/200   risk = 0.095  time = 0   
  5/200   risk = 0.072  time = 1187   
 10/200   risk = 0.053  time = 2624   
 15/200   risk = 0.041  time = 4040   
 20/200   risk = 0.034  time = 5462   
 25/200   risk = 0.029  time = 6843   
 30/200   risk = 0.026  time = 8228   
 35/200   risk = 0.024  time = 9663   
 40/200   risk = 0.023  time = 11110   
 45/200   risk = 0.023  time = 12536   
 50/200   risk = 0.022  time = 13910   
 55/200   risk = 0.022  time = 15285   
 60/200   risk = 0.021  time = 16672   
 65/200   risk = 0.021  time = 18069   
 70/200   risk = 0.021  time = 19543   
 75/200   risk = 0.021  time = 20988   
 80/200   risk = 0.021  time = 22416   
 85/200   risk = 0.021  time = 23793   
 90/200   risk = 0.021  time = 25183   
 95/200   risk = 0.021  time = 26619   
100/200   risk = 0.021  time = 28075   
105/200   risk = 0.021  time = 29513   
110/200   risk = 0.021  time = 30958   
115/200   risk = 0.02  time = 32462   
120/200   risk = 0.02  time = 33920   
125/200   risk = 0.02  time = 35365   
130/200   risk = 0.02  time = 36765   
135/200   risk = 0.02  time = 38159   
140/200   risk = 0.02  time = 39552   
145/200   risk = 0.02  time = 40964   
150/200   risk = 0.02  time = 42575   
155/200   risk = 0.02  time = 44915   
160/200   risk = 0.02  time = 47216   
165/200   risk = 0.02  time = 49570   
170/200   risk = 0.02  time = 51869   
175/200   risk = 0.02  time = 54202   
180/200   risk = 0.02  time = 56504   
185/200   risk = 0.02  time = 58770   
190/200   risk = 0.02  time = 61066   
195/200   risk = 0.02  time = 63389   
200/200   risk = 0.02  time = 65711   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=13439]
### [bt]: Calculation finished!
