### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=9925]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 9925 (seed = 41340) ...
  1/200   risk = 0.11  time = 0   
  5/200   risk = 0.081  time = 2630   
 10/200   risk = 0.06  time = 5855   
 15/200   risk = 0.046  time = 8929   
 20/200   risk = 0.037  time = 12031   
 25/200   risk = 0.032  time = 15439   
 30/200   risk = 0.028  time = 19076   
 35/200   risk = 0.025  time = 22422   
 40/200   risk = 0.024  time = 26011   
 45/200   risk = 0.023  time = 29274   
 50/200   risk = 0.022  time = 32801   
 55/200   risk = 0.022  time = 36280   
 60/200   risk = 0.021  time = 39814   
 65/200   risk = 0.021  time = 43102   
 70/200   risk = 0.021  time = 46374   
 75/200   risk = 0.021  time = 49525   
 80/200   risk = 0.021  time = 52923   
 85/200   risk = 0.021  time = 56328   
 90/200   risk = 0.02  time = 59729   
 95/200   risk = 0.02  time = 63357   
100/200   risk = 0.02  time = 66643   
105/200   risk = 0.02  time = 69788   
110/200   risk = 0.02  time = 73164   
115/200   risk = 0.02  time = 76782   
120/200   risk = 0.02  time = 80670   
125/200   risk = 0.02  time = 83868   
130/200   risk = 0.02  time = 87155   
135/200   risk = 0.02  time = 90379   
140/200   risk = 0.02  time = 93638   
145/200   risk = 0.02  time = 96890   
150/200   risk = 0.02  time = 100186   
155/200   risk = 0.02  time = 103346   
160/200   risk = 0.02  time = 106600   
165/200   risk = 0.02  time = 109756   
170/200   risk = 0.02  time = 113609   
175/200   risk = 0.02  time = 117044   
180/200   risk = 0.02  time = 120374   
185/200   risk = 0.02  time = 123486   
190/200   risk = 0.02  time = 126711   
195/200   risk = 0.02  time = 130922   
200/200   risk = 0.02  time = 134530   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=9925]
### [bt]: Calculation finished!
