### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8054]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8054 (seed = 39469) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.2  time = 223   
 10/200   risk = 0.13  time = 333   
 15/200   risk = 0.091  time = 422   
 20/200   risk = 0.066  time = 513   
 25/200   risk = 0.05  time = 611   
 30/200   risk = 0.041  time = 711   
 35/200   risk = 0.035  time = 812   
 40/200   risk = 0.031  time = 917   
 45/200   risk = 0.028  time = 1025   
 50/200   risk = 0.027  time = 1143   
 55/200   risk = 0.026  time = 1263   
 60/200   risk = 0.025  time = 1389   
 65/200   risk = 0.024  time = 1514   
 70/200   risk = 0.024  time = 1632   
 75/200   risk = 0.024  time = 1758   
 80/200   risk = 0.024  time = 1891   
 85/200   risk = 0.023  time = 2013   
 90/200   risk = 0.023  time = 2152   
 95/200   risk = 0.023  time = 2276   
100/200   risk = 0.023  time = 2402   
105/200   risk = 0.023  time = 2532   
110/200   risk = 0.023  time = 2661   
115/200   risk = 0.023  time = 2803   
120/200   risk = 0.023  time = 2930   
125/200   risk = 0.023  time = 3056   
130/200   risk = 0.023  time = 3197   
135/200   risk = 0.023  time = 3342   
140/200   risk = 0.023  time = 3496   
145/200   risk = 0.023  time = 3636   
150/200   risk = 0.023  time = 3772   
155/200   risk = 0.023  time = 3921   
160/200   risk = 0.022  time = 4060   
165/200   risk = 0.022  time = 4200   
170/200   risk = 0.022  time = 4342   
175/200   risk = 0.022  time = 4504   
180/200   risk = 0.022  time = 4667   
185/200   risk = 0.022  time = 4821   
190/200   risk = 0.022  time = 4973   
195/200   risk = 0.022  time = 5136   
200/200   risk = 0.022  time = 5291   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.022


### [bt]: Job terminated successfully [batchtools job.id=8054]
### [bt]: Calculation finished!
