### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7934]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7934 (seed = 39349) ...
  1/200   risk = 0.17  time = 0   
  5/200   risk = 0.12  time = 4426   
 10/200   risk = 0.088  time = 9834   
 15/200   risk = 0.065  time = 15235   
 20/200   risk = 0.05  time = 19806   
 25/200   risk = 0.04  time = 22978   
 30/200   risk = 0.034  time = 26074   
 35/200   risk = 0.03  time = 29142   
 40/200   risk = 0.027  time = 32178   
 45/200   risk = 0.025  time = 35175   
 50/200   risk = 0.024  time = 38216   
 55/200   risk = 0.023  time = 41328   
 60/200   risk = 0.022  time = 44546   
 65/200   risk = 0.022  time = 47642   
 70/200   risk = 0.022  time = 50849   
 75/200   risk = 0.022  time = 53888   
 80/200   risk = 0.021  time = 56908   
 85/200   risk = 0.021  time = 60009   
 90/200   risk = 0.021  time = 63070   
 95/200   risk = 0.021  time = 66187   
100/200   risk = 0.021  time = 69407   
105/200   risk = 0.021  time = 72519   
110/200   risk = 0.021  time = 75625   
115/200   risk = 0.021  time = 78836   
120/200   risk = 0.021  time = 83128   
125/200   risk = 0.021  time = 88578   
130/200   risk = 0.021  time = 94156   
135/200   risk = 0.021  time = 98123   
140/200   risk = 0.021  time = 101514   
145/200   risk = 0.021  time = 105002   
150/200   risk = 0.021  time = 108431   
155/200   risk = 0.021  time = 111905   
160/200   risk = 0.021  time = 115319   
165/200   risk = 0.021  time = 118596   
170/200   risk = 0.021  time = 121889   
175/200   risk = 0.021  time = 125300   
180/200   risk = 0.021  time = 128672   
185/200   risk = 0.021  time = 132162   
190/200   risk = 0.021  time = 135689   
195/200   risk = 0.021  time = 139727   
200/200   risk = 0.021  time = 145767   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=7934]
### [bt]: Calculation finished!
