### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12908]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12908 (seed = 44323) ...
  1/200   risk = 0.18  time = 0   
  5/200   risk = 0.13  time = 547   
 10/200   risk = 0.088  time = 1048   
 15/200   risk = 0.063  time = 1529   
 20/200   risk = 0.048  time = 1989   
 25/200   risk = 0.039  time = 2439   
 30/200   risk = 0.033  time = 2917   
 35/200   risk = 0.03  time = 3430   
 40/200   risk = 0.027  time = 3988   
 45/200   risk = 0.026  time = 4553   
 50/200   risk = 0.025  time = 5081   
 55/200   risk = 0.025  time = 5617   
 60/200   risk = 0.024  time = 6155   
 65/200   risk = 0.024  time = 6695   
 70/200   risk = 0.024  time = 7247   
 75/200   risk = 0.024  time = 7806   
 80/200   risk = 0.024  time = 8365   
 85/200   risk = 0.023  time = 8919   
 90/200   risk = 0.023  time = 9466   
 95/200   risk = 0.023  time = 10007   
100/200   risk = 0.023  time = 10569   
105/200   risk = 0.023  time = 11128   
110/200   risk = 0.023  time = 11722   
115/200   risk = 0.023  time = 12325   
120/200   risk = 0.023  time = 12901   
125/200   risk = 0.023  time = 13488   
130/200   risk = 0.023  time = 14090   
135/200   risk = 0.023  time = 14683   
140/200   risk = 0.023  time = 15261   
145/200   risk = 0.023  time = 15836   
150/200   risk = 0.023  time = 16415   
155/200   risk = 0.023  time = 17013   
160/200   risk = 0.023  time = 17589   
165/200   risk = 0.023  time = 18193   
170/200   risk = 0.023  time = 18780   
175/200   risk = 0.023  time = 19354   
180/200   risk = 0.023  time = 19935   
185/200   risk = 0.023  time = 20524   
190/200   risk = 0.023  time = 21088   
195/200   risk = 0.023  time = 21655   
200/200   risk = 0.023  time = 22221   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=12908]
### [bt]: Calculation finished!
