### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=3500]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 3500 (seed = 34915) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.25  time = 449   
 10/200   risk = 0.22  time = 977   
 15/200   risk = 0.2  time = 1316   
 20/200   risk = 0.18  time = 1639   
 25/200   risk = 0.16  time = 1984   
 30/200   risk = 0.15  time = 2322   
 35/200   risk = 0.15  time = 2669   
 40/200   risk = 0.14  time = 3006   
 45/200   risk = 0.14  time = 3341   
 50/200   risk = 0.13  time = 3670   
 55/200   risk = 0.13  time = 4000   
 60/200   risk = 0.13  time = 4330   
 65/200   risk = 0.12  time = 5122   
 70/200   risk = 0.12  time = 5536   
 75/200   risk = 0.12  time = 5871   
 80/200   risk = 0.12  time = 6196   
 85/200   risk = 0.12  time = 6528   
 90/200   risk = 0.12  time = 6938   
 95/200   risk = 0.12  time = 7268   
100/200   risk = 0.11  time = 7799   
105/200   risk = 0.11  time = 8227   
110/200   risk = 0.11  time = 8678   
115/200   risk = 0.11  time = 9158   
120/200   risk = 0.11  time = 9574   
125/200   risk = 0.11  time = 9923   
130/200   risk = 0.11  time = 10287   
135/200   risk = 0.11  time = 10623   
140/200   risk = 0.11  time = 10952   
145/200   risk = 0.11  time = 11740   
150/200   risk = 0.11  time = 12116   
155/200   risk = 0.11  time = 12463   
160/200   risk = 0.11  time = 12809   
165/200   risk = 0.11  time = 13149   
170/200   risk = 0.11  time = 13499   
175/200   risk = 0.11  time = 13836   
180/200   risk = 0.11  time = 14168   
185/200   risk = 0.11  time = 14687   
190/200   risk = 0.11  time = 15030   
195/200   risk = 0.11  time = 15397   
200/200   risk = 0.11  time = 15736   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.11


### [bt]: Job terminated successfully [batchtools job.id=3500]
### [bt]: Calculation finished!
