### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10204]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10204 (seed = 41619) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.19  time = 2337   
 10/200   risk = 0.13  time = 5150   
 15/200   risk = 0.086  time = 7927   
 20/200   risk = 0.061  time = 10908   
 25/200   risk = 0.046  time = 13818   
 30/200   risk = 0.036  time = 16628   
 35/200   risk = 0.03  time = 19425   
 40/200   risk = 0.027  time = 22353   
 45/200   risk = 0.024  time = 25428   
 50/200   risk = 0.023  time = 28392   
 55/200   risk = 0.022  time = 31226   
 60/200   risk = 0.021  time = 34087   
 65/200   risk = 0.021  time = 36955   
 70/200   risk = 0.02  time = 39783   
 75/200   risk = 0.02  time = 42706   
 80/200   risk = 0.02  time = 45708   
 85/200   risk = 0.02  time = 48724   
 90/200   risk = 0.02  time = 51742   
 95/200   risk = 0.02  time = 54633   
100/200   risk = 0.02  time = 57413   
105/200   risk = 0.02  time = 60139   
110/200   risk = 0.02  time = 62846   
115/200   risk = 0.02  time = 65482   
120/200   risk = 0.02  time = 68016   
125/200   risk = 0.02  time = 70477   
130/200   risk = 0.02  time = 73123   
135/200   risk = 0.02  time = 75723   
140/200   risk = 0.02  time = 78239   
145/200   risk = 0.02  time = 79740   
150/200   risk = 0.02  time = 81283   
155/200   risk = 0.02  time = 82817   
160/200   risk = 0.02  time = 84353   
165/200   risk = 0.02  time = 85897   
170/200   risk = 0.02  time = 87410   
175/200   risk = 0.02  time = 88961   
180/200   risk = 0.02  time = 90504   
185/200   risk = 0.02  time = 92040   
190/200   risk = 0.02  time = 93535   
195/200   risk = 0.02  time = 95033   
200/200   risk = 0.02  time = 96529   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=10204]
### [bt]: Calculation finished!
