### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4461]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4461 (seed = 35876) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 158   
 10/200   risk = 0.089  time = 268   
 15/200   risk = 0.068  time = 377   
 20/200   risk = 0.053  time = 490   
 25/200   risk = 0.044  time = 773   
 30/200   risk = 0.038  time = 890   
 35/200   risk = 0.034  time = 998   
 40/200   risk = 0.031  time = 1106   
 45/200   risk = 0.029  time = 1224   
 50/200   risk = 0.028  time = 1335   
 55/200   risk = 0.027  time = 1451   
 60/200   risk = 0.026  time = 1569   
 65/200   risk = 0.026  time = 1698   
 70/200   risk = 0.025  time = 1823   
 75/200   risk = 0.025  time = 1945   
 80/200   risk = 0.025  time = 2069   
 85/200   risk = 0.024  time = 2194   
 90/200   risk = 0.024  time = 2317   
 95/200   risk = 0.024  time = 2445   
100/200   risk = 0.024  time = 2582   
105/200   risk = 0.024  time = 2728   
110/200   risk = 0.024  time = 2872   
115/200   risk = 0.024  time = 3009   
120/200   risk = 0.024  time = 3144   
125/200   risk = 0.024  time = 3276   
130/200   risk = 0.023  time = 3417   
135/200   risk = 0.023  time = 3555   
140/200   risk = 0.023  time = 3689   
145/200   risk = 0.023  time = 3825   
150/200   risk = 0.023  time = 3965   
155/200   risk = 0.023  time = 4106   
160/200   risk = 0.023  time = 4248   
165/200   risk = 0.023  time = 4860   
170/200   risk = 0.023  time = 5018   
175/200   risk = 0.023  time = 5167   
180/200   risk = 0.023  time = 5313   
185/200   risk = 0.023  time = 5462   
190/200   risk = 0.023  time = 5614   
195/200   risk = 0.023  time = 5763   
200/200   risk = 0.023  time = 5921   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=4461]
### [bt]: Calculation finished!
