### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=895]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 895 (seed = 32310) ...
  1/200   risk = 0.31  time = 0   
  5/200   risk = 0.27  time = 104   
 10/200   risk = 0.23  time = 184   
 15/200   risk = 0.21  time = 240   
 20/200   risk = 0.2  time = 294   
 25/200   risk = 0.19  time = 362   
 30/200   risk = 0.18  time = 416   
 35/200   risk = 0.18  time = 470   
 40/200   risk = 0.18  time = 527   
 45/200   risk = 0.18  time = 585   
 50/200   risk = 0.18  time = 641   
 55/200   risk = 0.18  time = 700   
 60/200   risk = 0.18  time = 761   
 65/200   risk = 0.18  time = 827   
 70/200   risk = 0.18  time = 888   
 75/200   risk = 0.18  time = 948   
 80/200   risk = 0.18  time = 1013   
 85/200   risk = 0.18  time = 1076   
 90/200   risk = 0.18  time = 1139   
 95/200   risk = 0.18  time = 1204   
100/200   risk = 0.18  time = 1268   
105/200   risk = 0.18  time = 1332   
110/200   risk = 0.18  time = 1396   
115/200   risk = 0.18  time = 1461   
120/200   risk = 0.18  time = 1526   
125/200   risk = 0.18  time = 1606   
130/200   risk = 0.18  time = 1680   
135/200   risk = 0.18  time = 1748   
140/200   risk = 0.18  time = 1823   
145/200   risk = 0.18  time = 1908   
150/200   risk = 0.18  time = 1980   
155/200   risk = 0.18  time = 2054   
160/200   risk = 0.18  time = 2124   
165/200   risk = 0.18  time = 2197   
170/200   risk = 0.18  time = 2267   
175/200   risk = 0.18  time = 2347   
180/200   risk = 0.18  time = 2420   
185/200   risk = 0.18  time = 2496   
190/200   risk = 0.18  time = 2575   
195/200   risk = 0.18  time = 2650   
200/200   risk = 0.18  time = 2727   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.18


### [bt]: Job terminated successfully [batchtools job.id=895]
### [bt]: Calculation finished!
