### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12187]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12187 (seed = 43602) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.16  time = 170   
 10/200   risk = 0.11  time = 272   
 15/200   risk = 0.073  time = 355   
 20/200   risk = 0.053  time = 448   
 25/200   risk = 0.041  time = 559   
 30/200   risk = 0.034  time = 666   
 35/200   risk = 0.029  time = 773   
 40/200   risk = 0.026  time = 870   
 45/200   risk = 0.024  time = 962   
 50/200   risk = 0.023  time = 1045   
 55/200   risk = 0.022  time = 1128   
 60/200   risk = 0.022  time = 1215   
 65/200   risk = 0.021  time = 1298   
 70/200   risk = 0.021  time = 1384   
 75/200   risk = 0.021  time = 1475   
 80/200   risk = 0.021  time = 1569   
 85/200   risk = 0.021  time = 1667   
 90/200   risk = 0.021  time = 1757   
 95/200   risk = 0.021  time = 1847   
100/200   risk = 0.021  time = 1937   
105/200   risk = 0.021  time = 2040   
110/200   risk = 0.021  time = 2129   
115/200   risk = 0.021  time = 2218   
120/200   risk = 0.021  time = 2308   
125/200   risk = 0.021  time = 2405   
130/200   risk = 0.021  time = 2512   
135/200   risk = 0.021  time = 2611   
140/200   risk = 0.021  time = 2705   
145/200   risk = 0.021  time = 2798   
150/200   risk = 0.021  time = 2891   
155/200   risk = 0.021  time = 2987   
160/200   risk = 0.021  time = 3087   
165/200   risk = 0.021  time = 3188   
170/200   risk = 0.021  time = 3286   
175/200   risk = 0.021  time = 3385   
180/200   risk = 0.021  time = 3485   
185/200   risk = 0.021  time = 3587   
190/200   risk = 0.021  time = 3688   
195/200   risk = 0.021  time = 3799   
200/200   risk = 0.02  time = 3906   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=12187]
### [bt]: Calculation finished!
