### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7321]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7321 (seed = 38736) ...
  1/200   risk = 0.19  time = 0   
  5/200   risk = 0.14  time = 558   
 10/200   risk = 0.096  time = 1041   
 15/200   risk = 0.069  time = 1531   
 20/200   risk = 0.052  time = 2029   
 25/200   risk = 0.041  time = 2526   
 30/200   risk = 0.035  time = 3150   
 35/200   risk = 0.03  time = 3692   
 40/200   risk = 0.027  time = 4216   
 45/200   risk = 0.025  time = 4739   
 50/200   risk = 0.024  time = 5264   
 55/200   risk = 0.023  time = 5783   
 60/200   risk = 0.023  time = 6343   
 65/200   risk = 0.022  time = 6872   
 70/200   risk = 0.022  time = 7388   
 75/200   risk = 0.021  time = 7907   
 80/200   risk = 0.021  time = 8437   
 85/200   risk = 0.021  time = 8962   
 90/200   risk = 0.021  time = 9499   
 95/200   risk = 0.021  time = 10029   
100/200   risk = 0.021  time = 10566   
105/200   risk = 0.021  time = 11090   
110/200   risk = 0.021  time = 11625   
115/200   risk = 0.021  time = 12155   
120/200   risk = 0.02  time = 12691   
125/200   risk = 0.02  time = 13225   
130/200   risk = 0.02  time = 13770   
135/200   risk = 0.02  time = 14297   
140/200   risk = 0.02  time = 14826   
145/200   risk = 0.02  time = 15358   
150/200   risk = 0.02  time = 15893   
155/200   risk = 0.02  time = 16441   
160/200   risk = 0.02  time = 16988   
165/200   risk = 0.02  time = 17531   
170/200   risk = 0.02  time = 18065   
175/200   risk = 0.02  time = 18601   
180/200   risk = 0.02  time = 19152   
185/200   risk = 0.02  time = 19719   
190/200   risk = 0.02  time = 20279   
195/200   risk = 0.02  time = 20825   
200/200   risk = 0.02  time = 21356   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=7321]
### [bt]: Calculation finished!
